parent_name,parent_smiles,child_name,child_smiles,enzymes,origin,source
(s)-(+)-ibuprofen,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,2-Hydroxyibuprofen,C[C@H](C(=O)O)c1ccc(CC(C)(C)O)cc1,CYP2C9; CYP2C8,(s)-(+)-ibuprofen,MetXBioDB
(s)-(+)-ibuprofen,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1,3-Hydroxyibuprofen,CC(CO)Cc1ccc([C@H](C)C(=O)O)cc1,CYP2C9; CYP2C8,(s)-(+)-ibuprofen,MetXBioDB
(s)-fluoxetine,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,(s)-Norfluoxetine,NCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,CYP2C9 (major); CYP2D6; CYP2C19; CYP3A4; CYP3A5,(s)-fluoxetine,MetXBioDB
(s)-fluoxetine,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,p-Trifluoromethyl phenol,Oc1ccc(C(F)(F)F)cc1,CYP2C19; CYP3A4,(s)-fluoxetine,MetXBioDB
(s)-fluoxetine,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,3-(methylamino)-1-phenylpropan-1-one,CNCCC(=O)c1ccccc1,CYP2C19; CYP3A4,(s)-fluoxetine,MetXBioDB
(s)-flurbiprofen,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4-OH-S-flurbiprofen,C[C@H](C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1,CYP2C9,(s)-flurbiprofen,MetXBioDB
(s)-hexobarbital,CN1C(=O)N=C(O)[C@](C)(C2=CCCCC2)C1=O,3'-OH-(S)-hexobarbital,CN1C(=O)N=C(O)[C@](C)(C2=CC(O)CCC2)C1=O,CYP2C9; CYP2C19,(s)-hexobarbital,MetXBioDB
(s)-mephobarbital,CC[C@@]1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,4-hydroxymephobarbital,CCC1(c2ccc(O)cc2)C(=O)N(C)C(=O)N=C1O,CYP2C19,(s)-mephobarbital,MetXBioDB
(s)-mephobarbital,CC[C@@]1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,phenobarbital,CCC1(c2ccccc2)C(O)=NC(=O)N=C1O,CYP2B6,(s)-mephobarbital,MetXBioDB
(s)-norfenfluramine,C[C@H](N)Cc1cccc(C(F)(F)F)c1,,NCCc1cccc(C(F)(F)F)c1,CYP1A2,(s)-norfenfluramine,MetXBioDB
(s)-oxybutynin,CCN(CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,2-cyclohexyl-2-phenylglycolic acid,O=C(O)[C@@](O)(c1ccccc1)C1CCCCC1,CYP3A4,(s)-oxybutynin,MetXBioDB
(s)-oxybutynin,CCN(CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,4-(diethylamino)but-2-yn-1-ol,CCN(CC)CC#CCO,CYP3A4,(s)-oxybutynin,MetXBioDB
(s)-oxybutynin,CCN(CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,N-desethyloxybutynin,CCNCC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,CYP3A4,(s)-oxybutynin,MetXBioDB
(s)-propafenone,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,(S)-5-Hydroxypropafenone,CCCNC[C@H](O)COc1ccc(O)cc1C(=O)CCc1ccccc1,CYP2D6,(s)-propafenone,MetXBioDB
(s)-propafenone,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,(S)-N-Despropylpropafenone,NC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,CYP1A2; CYP3A4,(s)-propafenone,MetXBioDB
(s)-propafenone,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,(S)-4'-Hydroxypropafenone,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccc(O)cc1,CYP2D6 (implied),(s)-propafenone,MetXBioDB
(s)-tomoxetine,CNCC[C@H](Oc1ccccc1C)c1ccccc1,4-Hydroxy-(s)-tomoxetine,CNCC[C@@H](Oc1ccc(O)cc1C)c1ccccc1,CYP2D6; CYP2A6; CYP2B6; CYP2C9; CYP2C19; CYP2E1; CYP3A4,(s)-tomoxetine,MetXBioDB
(s)-tomoxetine,CNCC[C@H](Oc1ccccc1C)c1ccccc1,N-Desmethyl-(s)-tomoxetine,CNCC[C@@H](Oc1ccccc1CO)c1ccccc1,CYP2D6; CYP2C19 (major),(s)-tomoxetine,MetXBioDB
(s)-tomoxetine,CNCC[C@H](Oc1ccccc1C)c1ccccc1,2-Hydroxy-(s)-tomoxetine,Cc1ccccc1O[C@H](CCNCO)c1ccccc1,CYP2D6; CYP2B6; CYP2C19,(s)-tomoxetine,MetXBioDB
(s)-venlafaxine,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,N-Desmethylvenlafaxine,CNC[C@H](c1ccc(OC)cc1)C1(O)CCCCC1,CYP2C19 (major); CYP3A4 (minor); CYP2C9 (minor),(s)-venlafaxine,MetXBioDB
(s)-venlafaxine,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,O-Desmethylvenlafaxine,CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,CYP2D6,(s)-venlafaxine,MetXBioDB
[2-methyl-4-(o-tolylazo)phenyl]amine,Cc1cc(/N=N/c2ccccc2C)ccc1N,4'-hydroxy-o-aminoazotoJuene,Cc1cc(/N=N/c2ccc(O)cc2C)ccc1N,CYP1A2,[2-methyl-4-(o-tolylazo)phenyl]amine,MetXBioDB
[2-methyl-4-(o-tolylazo)phenyl]amine,Cc1cc(/N=N/c2ccccc2C)ccc1N,2'-hydroxymethyl-3-raethyl-4-aminoazoberizene,Cc1cc(/N=N/c2ccccc2CO)ccc1N,CYP1A2,[2-methyl-4-(o-tolylazo)phenyl]amine,MetXBioDB
[2-methyl-4-(o-tolylazo)phenyl]amine,Cc1cc(/N=N/c2ccccc2C)ccc1N,N-hydroxy-oaminoazotohiene,Cc1ccccc1/N=N/c1ccc(NO)c(C)c1,CYP1A2,[2-methyl-4-(o-tolylazo)phenyl]amine,MetXBioDB
1_4_cineole,CC(C)C12CCC(C)(CC1)O2,,CC(C)C12CCC(C)(O1)C(O)C2,CYP3A4,1_4_cineole,MetXBioDB
1_8_cineole,CC12CCC(CC1)C(C)(C)O2,"2alpha-hydroxy-1,8-cineole",CC1(C)OC2(C)CCC1CC2O,CYP3A4,1_8_cineole,MetXBioDB
1_8_cineole,CC12CCC(CC1)C(C)(C)O2,"3alpha-hydroxy-1,8-cineole",CC12CCC(C(O)C1)C(C)(C)O2,CYP3A4,1_8_cineole,MetXBioDB
1-(3-chlorophenyl)piperazine,Clc1cccc(N2CCNCC2)c1,2‐chloro‐4‐(piperazin‐1‐yl)phenol,Oc1ccc(N2CCNCC2)cc1Cl,CYP2D6,1-(3-chlorophenyl)piperazine,MetXBioDB
1-(4-methoxyphenyl)piperazine,COc1ccc(N2CCNCC2)cc1,1-(4-hydroxyphenyl)piperazine,Oc1ccc(N2CCNCC2)cc1,CYP2D6,1-(4-methoxyphenyl)piperazine,MetXBioDB
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(c2ccccc2)CC1,1-methyl-4-phenylpyridin-1-ium,C[n+]1ccc(-c2ccccc2)cc1,CYP2D6,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",MetXBioDB
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(c2ccccc2)CC1,pOH-MPTP,CN1CC=C(c2ccc(O)cc2)CC1,CYP2D6,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",MetXBioDB
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,3-OH-1-nitropyrene,O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34,CYP3A4,1-nitropyrene,MetXBioDB
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,"trans-4,5- Dihydrodiol- 1-nitropyrene",O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C1OC21,CYP3A4,1-nitropyrene,MetXBioDB
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,6-OH-1- nitropyrene,O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43,CYP3A4; CYP1A2,1-nitropyrene,MetXBioDB
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,8-OH-1-nitropyrene,O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34,CYP1A2,1-nitropyrene,MetXBioDB
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOc1cccc(CN2CCCCC2)c1,,Oc1cccc(CN2CCCCC2)c1,CYP2D6,"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",MetXBioDB
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOc1cccc(CN2CCCCC2)c1,,OCCCOc1cccc(CN2CCCCC2O)c1,CYP2D6,"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",MetXBioDB
"1,2-dichlorobenzene",Clc1ccccc1Cl,"2,3-dichlorophenol",Oc1cccc(Cl)c1Cl,CYP1A1; CYP1A2; CYP2E1 (major); CYP3A4,"1,2-dichlorobenzene",MetXBioDB
"1,2-dichlorobenzene",Clc1ccccc1Cl,"3,4-dichlorophenol",Oc1ccc(Cl)c(Cl)c1,CYP1A1; CYP1A2; CYP2E1 (major); CYP3A4,"1,2-dichlorobenzene",MetXBioDB
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,3,5-trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl,CYP2E1 (major),"1,2,4-trichlorobenzene",MetXBioDB
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,3,6-trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,CYP3A4 (major),"1,2,4-trichlorobenzene",MetXBioDB
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,4,5-trichlorophenol",Oc1cc(Cl)c(Cl)cc1Cl,CYP2E1 (major); CYP1A1,"1,2,4-trichlorobenzene",MetXBioDB
1'-nitrosonornicotine,O=NN1CCC[C@H]1c1cccnc1,,O=NN1C(O)CCC1c1cccnc1,CYP2A6;CYP2D6;CYP2E1;CYP3A4,1'-nitrosonornicotine,MetXBioDB
1'-nitrosonornicotine,O=NN1CCC[C@H]1c1cccnc1,,O=NN1CCCC1(O)c1cccnc1,CYP2A6;CYP2D6;CYP2E1;CYP3A4,1'-nitrosonornicotine,MetXBioDB
11_oxo_delta8_tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(C=O)C[C@H]21,,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C(=O)O)CC21,CYP2C8;CYP2C9;CYP2C19;CYP3A4,11_oxo_delta8_tetrahydrocannabinol,MetXBioDB
2-(1-piperazinyl)pyrimidine,c1cnc(N2CCNCC2)nc1,,Oc1cnc(N2CCNCC2)nc1,CYP2D6,2-(1-piperazinyl)pyrimidine,MetXBioDB
2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,CYP1A2,2-acetamidofluorene,MetXBioDB
2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,1-OH-AFF,CC(O)=Nc1ccc2c(c1)Cc1cccc(O)c1-2,CYP1A2,2-acetamidofluorene,MetXBioDB
2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,5-OH-AFF,CC(O)=Nc1ccc2c(c1)CC1(O)CC=CC=C21,CYP1A2,2-acetamidofluorene,MetXBioDB
2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,CYP1A2,2-acetamidofluorene,MetXBioDB
2-acetylbenzothiophene,CC(=O)c1cc2ccccc2s1,,CC(O)C1CC2CCCCC2S1=O,CYP1A2;CYP2B6;CYP2E1;CYP3A4,2-acetylbenzothiophene,MetXBioDB
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",N=C(O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,rac-RPR 127025,N=C(O)c1c(Cl)c(-c2cccnc2)n2c1C(O)CCC2,CYP1A2;CYP2C8;CYP2C9;CYP3A4,"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",MetXBioDB
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",N=C(O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,RPR 122701,N=C(O)c1c(Cl)c(-c2ccc[n+]([O-])c2)n2c1CCCC2,CYP2C8,"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",MetXBioDB
2-naphthylamine,Nc1ccc2ccccc2c1,N-Hydroxy-2-naphthalenamine,ONc1ccc2ccccc2c1,CYP1A2,2-naphthylamine,MetXBioDB
2-nitropyrene,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,2-aminopyrene,Nc1cc2ccc3cccc4ccc(c1)c2c34,CYP1A1; CYP1A2,2-nitropyrene,MetXBioDB
2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,3-Hydroxy-2-oxoquazepam,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,CYP3A4; CYP2C9,2-oxoquazepam,MetXBioDB
2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,N-Desalkyl-2-oxoquazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1,CYP3A4; CYP2C9,2-oxoquazepam,MetXBioDB
2-phenylphenol,Oc1ccccc1-c1ccccc1,"2,5-dihydroxybiphenyl",Oc1ccc(O)c(-c2ccccc2)c1,CYP1A2; CYP2B6; CYP2D6; CYP2E1; CYP3A4,2-phenylphenol,MetXBioDB
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCCc1ccc2c(n1)C=CC1OC21,CYP2C9;CYP2E1;CYP3A4,2-propylquinoline,MetXBioDB
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCCc1ccc2c(n1)C1OC1C=C2,CYP2C9;CYP2E1;CYP3A4,2-propylquinoline,MetXBioDB
2-propylquinoline,CCCc1ccc2ccccc2n1,,OCCCc1ccc2ccccc2n1,CYP2A6;CYP2C9;CYP2C19;CYP2E1;CYP3A4,2-propylquinoline,MetXBioDB
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCC(O)c1ccc2ccccc2n1,CYP2A6;CYP2C9;CYP2C19;CYP2E1;CYP3A4,2-propylquinoline,MetXBioDB
"2,2-dichloro-1,1,1-trifluoroethane",FC(F)(F)C(Cl)Cl,Trifluoroacetyl chloride,O=CC(F)(F)F,CYP2E1,"2,2-dichloro-1,1,1-trifluoroethane",MetXBioDB
"2,2',4,5,5'-pentachlorobiphenyl",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",Oc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,CYP2A6; CYP3A4; CYP2C18,"2,2',4,5,5'-pentachlorobiphenyl",MetXBioDB
"2,2',4,5,5'-pentachlorobiphenyl",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",Oc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,CYP2A6; CYP3A4; CYP2C18,"2,2',4,5,5'-pentachlorobiphenyl",MetXBioDB
"2,6-dichlorobenzonitrile",N#Cc1c(Cl)cccc1Cl,,N#CC1=C(Cl)C2OC2C=C1Cl,CYP2A6,"2,6-dichlorobenzonitrile",MetXBioDB
"2,6-dichlorobenzonitrile",N#Cc1c(Cl)cccc1Cl,,N#CC1C(Cl)=CC=C2OC21Cl,CYP2A6,"2,6-dichlorobenzonitrile",MetXBioDB
2'-methoxyacetophenone,COc1ccccc1C(C)=O,2'-Hydroxyacetophenone,CC(=O)c1ccccc1O,CYP2A6,2'-methoxyacetophenone,MetXBioDB
"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",CCOc1ccc2c(CCl)cc(=O)oc2c1,4-(Chloromethyl)-7-hydroxychromen-2-one,O=c1cc(CCl)c2ccc(O)cc2o1,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C19;CYP2D6;CYP2E1;CYP3A4,"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",MetXBioDB
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CCC(O)CCOc1ccc2ccc(=O)oc2c1,CYP3A4,"2h-1-benzopyran-2-one, 7-(pentyloxy)-",MetXBioDB
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CC(O)CCCOc1ccc2ccc(=O)oc2c1,CYP3A4,"2h-1-benzopyran-2-one, 7-(pentyloxy)-",MetXBioDB
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CCCCC(O)Oc1ccc2ccc(=O)oc2c1,CYP3A4,"2h-1-benzopyran-2-one, 7-(pentyloxy)-",MetXBioDB
3-cyano-7-ethoxycoumarin,CCOc1ccc2cc(C#N)c(=O)oc2c1,3-Cyano-7-hydroxycoumarin,N#Cc1cc2ccc(O)cc2oc1=O,"CYP1A2;CYP2A6;CYP2B6;CYP2C9;CYP2C19,CYP2D6;CYP2E1",3-cyano-7-ethoxycoumarin,MetXBioDB
3-cyano-7-methoxycoumarin,COc1ccc2cc(C#N)c(=O)oc2c1,3-Cyano-7-hydroxycoumarin,N#Cc1cc2ccc(O)cc2oc1=O,CYP1A2;CYP2B6;CYP2C19;CYP2E1,3-cyano-7-methoxycoumarin,MetXBioDB
3-methylindole,Cc1c[nH]c2ccccc12,3-methyleneindolenine,C=C1C=[NH+]c2ccccc21,CYP2F1,3-methylindole,MetXBioDB
3-methylindole,Cc1c[nH]c2ccccc12,"3-methylindole-2,3-epoxide",CC12OC1Nc1ccccc12,CYP2F1; CYP2A6; CYP3A4; CYP2C8,3-methylindole,MetXBioDB
"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1,,CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc([N+](=O)[O-])c1,CYP3A4 ,"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",MetXBioDB
"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,hyocholic acid (HCA),CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CC(O)C12C,CYP3A4 ,"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",MetXBioDB
"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,CYP3A4,"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",MetXBioDB
3s14s-ochratoxin a,C[C@H]1Cc2c(Cl)cc(C(O)=N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,,CC1OC(=O)c2c(O)c(C(O)=NC(Cc3ccccc3)C(=O)O)cc(Cl)c2C1O,CYP1A2;CYP2C9;CYP3A4,3s14s-ochratoxin a,MetXBioDB
4_demethyl_olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1O,CYP2D6,4_demethyl_olanzapine,MetXBioDB
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCc1cc(=O)oc2cc(OC)ccc12,BHAMC,CCCCNCc1cc(=O)oc2cc(O)ccc12,CYP1A2;CYP2C9;CYP2C19;CYP2D6,4-(butylaminomethyl)-7-methoxycoumarin,MetXBioDB
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCc1cc(=O)oc2cc(OC)ccc12,,COc1ccc2c(CN)cc(=O)oc2c1,CYP1A2,4-(butylaminomethyl)-7-methoxycoumarin,MetXBioDB
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCc1cc(=O)oc2cc(OC)ccc12,EHAMC,CCNCc1cc(=O)oc2cc(O)ccc12,CYP1A2;CYP2C19;CYP2D6,4-(ethylaminomethyl)-7-methoxycoumarin,MetXBioDB
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCc1cc(=O)oc2cc(OC)ccc12,MAMC,COc1ccc2c(CN)cc(=O)oc2c1,CYP1A2,4-(ethylaminomethyl)-7-methoxycoumarin,MetXBioDB
"4-(trifluoromethyl)-7-[2,5-bis(trifluoromethyl)benzyloxy]coumarin",O=c1cc(C(F)(F)F)c2ccc(OCc3cc(C(F)(F)F)ccc3C(F)(F)F)cc2o1,HFC,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,CYP3A4,"4-(trifluoromethyl)-7-[2,5-bis(trifluoromethyl)benzyloxy]coumarin",MetXBioDB
"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",COc1ccc([C@@H](c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,Tris-OH-M methoxychlor,Oc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,CYP1A2;CYP2A6;CYP2B6;CYP2C8;CYP2C9;CYP2C19;CYP3A4,"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",MetXBioDB
4-aminobiphenyl,Nc1ccc(-c2ccccc2)cc1,"4-aminobiphenyl, N-oxide",ONc1ccc(-c2ccccc2)cc1,CYP1A2,4-aminobiphenyl,MetXBioDB
4-Hydroxytamoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Endoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CYP3A4; CYP3A5,tamoxifen,MetXBioDB
4-Hydroxytamoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,"3,4-Dihydroxy-Tamoxifen",CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(O)c(O)c1)c1ccccc1,CYP3A4,tamoxifen,MetXBioDB
4-methylaminomethyl-7-methoxycoumarin,CNCc1cc(=O)oc2cc(OC)ccc12,N-methyl 7-hydroxy-4-(aminomethyl)-coumarin,CNCc1cc(=O)oc2cc(O)ccc12,CYP1A2;CYP2D6,4-methylaminomethyl-7-methoxycoumarin,MetXBioDB
4-nitro-3-(trifluoromethyl)aniline,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2-amino5-nitro-4-(trifluoromethyl)phenol,Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1O,CYP1A2;CYP2A6;CYP2C8;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,4-nitro-3-(trifluoromethyl)aniline,MetXBioDB
4-nitro-3-(trifluoromethyl)aniline,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,N-[4-nitro-3-(trifluoromethyl)phenyl]-acetamide,C[NH+]([O-])c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,CYP1A2;CYP2A6;CYP2C9;CYP3A4,4-nitro-3-(trifluoromethyl)aniline,MetXBioDB
4-nitroanisole,COc1ccc([N+](=O)[O-])cc1,P-Nitrophenol,O=[N+]([O-])c1ccc(O)cc1,CYP1A2;CYP2A6;CYP2C9;CYP2C19;CYP2D6;CYP2E1;CYP3A4,4-nitroanisole,MetXBioDB
4-nitropyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,4-aminopyrene,Nc1cc2cccc3ccc4cccc1c4c32,CYP1A2; CYP3A4,4-nitropyrene,MetXBioDB
4-nitropyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,,O=[N+]([O-])c1cc2cccc3c2c2c(cccc12)[C@@H](O)[C@@H]3O,CYP1A2,4-nitropyrene,MetXBioDB
"4,4'-methylenebis(2-chloroaniline)",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,,Nc1ccc(Cc2ccc(N[O-])c(Cl)c2)cc1Cl,CYP2A6;CYP3A4,"4,4'-methylenebis(2-chloroaniline)",MetXBioDB
"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,OROBOL,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,CYP1A2;CYP3A4,"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",MetXBioDB
5-hydroxydiclofenac,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,"4',5-Dihydroxydiclofenac",O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,CYP2C9,5-hydroxydiclofenac,MetXBioDB
5-methoxytryptamine,COc1ccc2[nH]cc(CCN)c2c1,Serotonin,NCCc1c[nH]c2ccc(O)cc12,CYP2D6,5-methoxytryptamine,MetXBioDB
5-methylchrysene,Cc1cc2ccccc2c2ccc3ccccc3c12,"5-Methyl-1,2-dihydrochrysene-1,2-diol",Cc1cc2ccccc2c2ccc3c(c12)C=CC(O)C3O,CYP1A2;CYP2D6;CYP2E1;CYP3A4,5-methylchrysene,MetXBioDB
58c80,CC(C)(C)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1,298C84,CC(C)(CO)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1,CYP2C9,58c80,MetXBioDB
6-chrysenamine,Nc1cc2c3ccccc3ccc2c2ccccc12,"6-MeC-1,2-diol",Nc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,CYP1A2;CYP2A6;CYP2B6;CYP2D6;CYP3A4,6-chrysenamine,MetXBioDB
6-methylchrysene,Cc1cc2c3ccccc3ccc2c2ccccc12,"6-MeC-1,2-diol",Cc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,CYP1A2;CYP2D6;CYP2E1;CYP3A4,6-methylchrysene,MetXBioDB
6-nitrochrysene,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,N-hydroxy-6-AC,O[NH2+]c1cc2c3ccccc3ccc2c2ccccc12,CYP1A2;CYP3A4,6-nitrochrysene,MetXBioDB
