dbid,name,smiles
DB00314,Capreomycin,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O.NCCC[C@H](N)CC(=O)NC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC(=O)[C@H]([C@H]2CCN=C(N)N2)NC(=O)/C(=C\NC(N)=O)NC1=O
DB00315,Zolmitriptan,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
DB00316,Acetaminophen,CC(=O)Nc1ccc(O)cc1
DB00317,Gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
DB00318,Codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
DB00319,Piperacillin,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O
DB00320,Dihydroergotamine,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
DB00321,Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21
DB00322,Floxuridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F
DB00323,Tolcapone,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
DB00324,Fluorometholone,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
DB00325,Nitroprusside,N#C[Fe-2](C#N)(C#N)(C#N)(C#N)N=O
DB00326,Calcium glucoheptonate,O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Ca+2]
DB00327,Hydromorphone,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5
DB00328,Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
DB00330,Ethambutol,CC[C@@H](CO)NCCN[C@@H](CC)CO
DB00331,Metformin,CN(C)C(=N)NC(=N)N
DB00332,Ipratropium,CC(C)[N+]1(C)[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2
DB00333,Methadone,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
DB00334,Olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
DB00335,Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
DB00336,Nitrofural,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1
DB00337,Pimecrolimus,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@H](Cl)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
DB00338,Omeprazole,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1
DB00339,Pyrazinamide,NC(=O)c1cnccn1
DB00340,Metixene,CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1
DB00341,Cetirizine,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
DB00342,Terfenadine,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
DB00343,Diltiazem,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1
DB00344,Protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21
DB00345,Aminohippuric acid,Nc1ccc(C(=O)NCC(=O)O)cc1
DB00346,Alfuzosin,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
DB00347,Trimethadione,CN1C(=O)OC(C)(C)C1=O
DB00348,Nitisinone,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
DB00349,Clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
DB00350,Minoxidil,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-]
DB00351,Megestrol acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DB00352,Tioguanine,Nc1nc(=S)c2[nH]cnc2[nH]1
DB00353,Methylergometrine,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1
DB00354,Buclizine,CC(C)(C)c1ccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
DB00355,Aztreonam,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-]
DB00356,Chlorzoxazone,O=c1[nH]c2cc(Cl)ccc2o1
DB00357,Aminoglutethimide,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O
DB00358,Mefloquine,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1
DB00359,Sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1
DB00360,Sapropterin,C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1
DB00361,Vinorelbine,CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
DB00363,Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
DB00364,Sucralfate,O.O=S(=O)(OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O)O[Al](O)O.O[Al](O)O
DB00365,Grepafloxacin,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1
DB00366,Doxylamine,CN(C)CCOC(C)(c1ccccc1)c1ccccn1
DB00367,Levonorgestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
DB00368,Norepinephrine,NC[C@H](O)c1ccc(O)c(O)c1
DB00369,Cidofovir,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1
DB00370,Mirtazapine,CN1CCN2c3ncccc3Cc3ccccc3C2C1
DB00371,Meprobamate,CCCC(C)(COC(N)=O)COC(N)=O
DB00372,Thiethylperazine,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
DB00373,Timolol,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1
DB00374,Treprostinil,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O
DB00376,Trihexyphenidyl,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1
DB00377,Palonosetron,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2
DB00378,Dydrogesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C
DB00379,Mexiletine,Cc1cccc(C)c1OCC(C)N
DB00380,Dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
DB00381,Amlodipine,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl
DB00382,Tacrine,Nc1c2c(nc3ccccc13)CCCC2
DB00383,Oxyphencyclimine,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1
DB00384,Triamterene,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
DB00385,Valrubicin,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O
DB00387,Procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1
DB00388,Phenylephrine,CNC[C@H](O)c1cccc(O)c1
DB00389,Carbimazole,CCOC(=O)n1ccn(C)c1=S
DB00390,Digoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O
DB00391,Sulpiride,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC
DB00392,Profenamine,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
DB00393,Nimodipine,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1
DB00394,Beclomethasone dipropionate,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
DB00395,Carisoprodol,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DB00396,Progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
DB00397,Phenylpropanolamine,CC(N)C(O)c1ccccc1
DB00398,Sorafenib,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
DB00399,Zoledronic acid,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
DB00400,Griseofulvin,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O
DB00401,Nisoldipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-]
DB00402,Eszopiclone,CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
DB00403,Ceruletide,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OS(=O)(=O)O)cc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)[C@@H](C)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
DB00404,Alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
DB00405,Dexbrompheniramine,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1
DB00406,Gentian violet cation,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1
DB00408,Loxapine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
DB00409,Remoxipride,CCN1CCC[C@H]1CNC(=O)c1c(OC)ccc(Br)c1OC
DB00410,Mupirocin,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O
DB00411,Carbamoylcholine,C[N+](C)(C)CCOC(N)=O
DB00412,Rosiglitazone,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1
DB00413,Pramipexole,CCCN[C@H]1CCc2nc(N)sc2C1
DB00414,Acetohexamide,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
DB00415,Ampicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00416,Metocurine iodide,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3.[I-].[I-]
DB00417,Phenoxymethylpenicillin,CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O
DB00418,Secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O
DB00419,Miglustat,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00420,Promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21
DB00421,Spironolactone,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
DB00422,Methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1
DB00423,Methocarbamol,COc1ccccc1OCC(O)COC(N)=O
DB00424,Hyoscyamine,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C2
DB00425,Zolpidem,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1
DB00426,Famciclovir,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O
DB00427,Triprolidine,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1
DB00428,Streptozocin,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO
DB00429,Carboprost tromethamine,CCCCC[C@](C)(O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.NC(CO)(CO)CO
DB00430,Cefpiramide,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1
DB00431,Lindane,Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl
DB00432,Trifluridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F
DB00433,Prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
DB00434,Cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1
DB00435,Nitric Oxide,[N]=O
DB00436,Bendroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O
DB00437,Allopurinol,Oc1ncnc2[nH]ncc12
DB00438,Ceftazidime,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O
DB00439,Cerivastatin,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1
DB00440,Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC
DB00441,Gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
DB00442,Entecavir,C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21
DB00443,Betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
DB00444,Teniposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O
DB00445,Epirubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1
DB00446,Chloramphenicol,O=C(N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl
DB00447,Loracarbef,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1
DB00448,Lansoprazole,Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1
DB00449,Dipivefrin,CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1
DB00450,Droperidol,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
DB00451,Levothyroxine,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB00452,Framycetin,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
DB00453,Clomocycline,CN(C)[C@@H]1C(O)=C(C(=O)NCO)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12
DB00454,Meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1
DB00455,Loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
DB00456,Cefalotin,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1
DB00457,Prazosin,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC
DB00458,Imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21
DB00459,Acitretin,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C
DB00461,Nabumetone,COc1ccc2cc(CCC(C)=O)ccc2c1
DB00462,Methscopolamine bromide,C[N+]1(C)[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12.[Br-]
DB00463,Metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O
DB00464,Sodium tetradecyl sulfate,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+]
DB00465,Ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
DB00466,Picrotoxin,C=C(C)[C@@H]1C2OC(=O)C1[C@]1(O)CC3O[C@]34C(=O)O[C@H]2[C@]14C.CC(C)(O)[C@@H]1C2OC(=O)C1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@]14C
DB00467,Enoxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21
DB00468,Quinine,C=C[C@H]1C[N@]2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
DB00469,Tenoxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O
DB00470,Dronabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21
DB00471,Montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
DB00472,Fluoxetine,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
DB00473,Hexylcaine,CC(CNC1CCCCC1)OC(=O)c1ccccc1
DB00474,Methohexital,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O
DB00475,Chlordiazepoxide,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1
DB00476,Duloxetine,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
DB00477,Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DB00478,Rimantadine,CC(N)C12CC3CC(CC(C3)C1)C2
DB00479,Amikacin,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
DB00480,Lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
DB00481,Raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12
DB00482,Celecoxib,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
DB00483,Gallamine triethiodide,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-]
DB00484,Brimonidine,Brc1c(NC2=NCCN2)ccc2nccnc12
DB00485,Dicloxacillin,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
DB00486,Nabilone,CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(=O)C[C@@H]21
DB00487,Pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
DB00488,Altretamine,CN(C)c1nc(N(C)C)nc(N(C)C)n1
DB00489,Sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
DB00490,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
DB00491,Miglitol,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO
DB00492,Fosinopril,CCC(=O)O[C@@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C
DB00493,Cefotaxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1
DB00494,Entacapone,CCN(CC)C(=O)/C(C#N)=C/c1cc(O)c(O)c([N+](=O)[O-])c1
DB00495,Zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O
DB00496,Darifenacin,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
DB00497,Oxycodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
DB00498,Phenindione,O=C1c2ccccc2C(=O)C1c1ccccc1
DB00499,Flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
DB00500,Tolmetin,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
DB00501,Cimetidine,CN/C(=N/C#N)NCCSCc1nc[nH]c1C
DB00502,Haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
DB00503,Ritonavir,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1
DB00504,Levallorphan,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
DB00505,Tridihexethyl,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1
DB00507,Nitazoxanide,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
DB00508,Triflupromazine,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21
DB00509,Dextrothyroxine,N[C@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
DB00511,Acetyldigitoxin,CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O
DB00512,Vancomycin,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O
DB00513,Aminocaproic acid,NCCCCCC(=O)O
DB00514,Dextromethorphan,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
DB00515,Cisplatin,N[Pt](N)(Cl)Cl
DB00517,Anisotropine methylbromide,CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-]
DB00518,Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
DB00519,Trandolapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@H]2CCCC[C@@H]21
DB00520,Caspofungin,CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O
DB00521,Carteolol,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2
DB00522,Bentiromide,O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
DB00523,Alitretinoin,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1
DB00524,Metolazone,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
DB00525,Tolnaftate,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
DB00526,Oxaliplatin,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
DB00527,Cinchocaine,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1
DB00528,Lercanidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)(C)CN(C)CCC(c2ccccc2)c2ccccc2)C1c1cccc([N+](=O)[O-])c1
DB00529,Foscarnet,O=C(O)P(=O)(O)O
DB00530,Erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
DB00531,Cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1
DB00532,Mephenytoin,CCC1(c2ccccc2)NC(=O)N(C)C1=O
DB00533,Rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
DB00534,Chlormerodrin,COC(CNC(N)=O)C[Hg]Cl
