parent_smiles,child_smiles,set
CCCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,CCCC(=O)N(c1ccccc1)C1CCNCC1,train
O=C(O)C(=O)CO,NC(CO)C(=O)O,train
O=C(O)Cc1ccccc1,O=C(O)C=C1CC=CC=CO1,train
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H](O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@H](O)[C@H](O[C@H]5O[C@H](CO)[C@H](O)[C@H](O)[C@H]5NC(C)=O)[C@H]4O[C@@H]4O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]4O)[C@H]3NC(C)=O)[C@H]2O)[C@H](O)[C@H]1O)NC(C)=O,train
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,C[Se+](CC[C@H](N)C(=O)O)C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,train
CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)COP(=O)([O-])O,CCCCCCCCCCCCCCC[C@@H](O)[C@@H]([NH3+])CO,train
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],train
CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-],train
C=CC,CC(O)CO,train
CC(=O)C1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C,CC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C,train
Nc1ncnc2c1ncn2[C@@H]1O[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)([O-])O[C@@H]2[C@H]1O,train
NCCCCN,NCCCCNCCCN,train
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,train
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,O=P(O)(O)OC1C(O)C(O)C(O)C(OP(=O)(O)O)C1O,train
O=CCc1ccccc1,O=C([O-])Cc1ccccc1,train
O=c1nc([O-])ccn1[C@@H]1O[C@H](CO)[C@H]2OP(=O)(O)O[C@H]21,O=c1nc([O-])ccn1[C@H]1O[C@@H](CO)[C@H](OP(=O)([O-])O)[C@@H]1O,train
C=C(Cl)Cl,O=CC(Cl)Cl,train
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O,O=c1[nH]cnc2c1ncn2[C@@H]1O[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]1O,train
C1=CC2OC2c2ccccc21,NC(CCC(=O)NC(CSC1C=Cc2ccccc2C1O)C(=O)NCC(=O)O)C(=O)O,train
CO[C@@H]1O[C@H](COS(=O)(=O)[O-])[C@H](OS(=O)(=O)[O-])[C@H](OC)[C@@H]1NC(C)=O,CO[C@@H]1O[C@H](CO)[C@H](OS(=O)(=O)[O-])[C@H](OC)[C@@H]1NC(C)=O,train
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(OS(=O)(=O)O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,train
CCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCC/C=C\CCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],train
CC(=O)OCC(COP(=O)(O)OCC(O)CO)OC(C)=O,Nc1ccn(C2OC(COP(=O)(O)O)C(O)C2O)c(=O)n1,train
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)CC(=O)[O-],CCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],train
CC(C)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,OCC1OC(O)C(O)C(O)C1O,train
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O[C@@H]2O[C@H](C(O)O)[C@@H](O)[C@H](O)[C@H]2O)C(O)[C@@H]1O,train
CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)[C@@H](C)[C@@H]1CC3,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,train
C[C@@H](O)[C@H](N)C(=O)O,N[C@@H](CCO)C(=O)O,train
O=C1NC(O)C(c2ccccc2)CO1,O=C1NC(=O)C(c2ccccc2)CO1,train
CC(=O)N[C@@H]1C(O)O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,CC(=O)N[C@@H]1[C@@H](OP(=O)([O-])[O-])O[C@H](CO)[C@@H](O)[C@@H]1O,train
CSC[C@H]([NH3+])C(=O)[O-],CSC[C@H](NC(C)=O)C(=O)[O-],train
CC(=O)NNC(=O)c1ccncc1,NNC(=O)c1ccncc1,train
CC(C)C[C@H](N)C(=O)O,CC(C)[C@H](N)C(=O)O,train
CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,train
CC(CCC[C@@H](C)C1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O)C(=O)O,C[C@H](CCC[C@@H](C)C1CCC2C3C(CC[C@@]21C)[C@@]1(C)CC[C@@H](O)CC1C[C@H]3O)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,train
Cn1cc[nH]c1=S,Cn1ccnc1SO,train
CC(CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H]1CC[C@@H]2[C@@H]3[C@H](C[C@H](O)[C@]12C)[C@@]1(C)CCC(=O)C[C@@H]1C[C@H]3O,C[C@H](CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H]1CC[C@@H]2[C@@H]3[C@H](C[C@H](O)[C@]12C)[C@@]1(C)CC[C@@H](O)C[C@@H]1C[C@H]3O,train
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],train
CNCCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,N#Cc1ccc2c(c1)CO[C@@]2(CCCN)c1ccc(F)cc1,train
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,train
CC(CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,train
CC(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](OP(=O)([O-])[O-])[C@H]1O)OC(C)=O,CC(=O)OC[C@H](COP(=O)([O-])O[C@@H]1[C@H](O)[C@H](OP(=O)([O-])[O-])[C@@H](OP(=O)([O-])[O-])[C@H](O)[C@H]1O)OC(C)=O,train
CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)NC(=O)[C@](C)(C2=CC(O)CCC2)C1=O,train
CCCCCCCCCCCC(O)CC(=O)SC,CCCCCCCCCCC/C=C/C(=O)SC,train
[NH3+][C@@H](CCC(=O)[O-])C(=O)[O-],O=C([O-])CCC(=O)C(=O)[O-],train
CC1CCC(C)C(=O)C1,CC1=CCC(C)CC1=O,train
O=C[C@H](O)COP(=O)([O-])[O-],O=C[C@H](O)CO,train
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,CNCCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,train
NCCC(=O)c1cc(O)ccc1N,Oc1ccc2nccc(O)c2c1,train
Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])[O-])O2)c(=O)[nH]1,Nc1nc2c(ncn2[C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])O2)c(=O)[nH]1,train
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CCC(=O)C=C1C[C@H]3O,train
COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,Cc1cccc(C)c1NC(=O)CN1CCN(CC(O)CO)CC1,train
[H]/N=C(/O)CC[C@H](N)C(=O)O,N[C@@H](Cc1ccccc1)C(=O)O,train
NC(CCC(=O)NC(CSC1C=Cc2ccccc2C1O)C(=O)NCC(=O)O)C(=O)O,C1=CC2OC2c2ccccc21,train
O=P(O)(O)OC1C(O)C(O)C(O)C(O)C1O,O=P(O)(O)OC1C(O)C(O)C(OP(=O)(O)O)C(O)C1O,train
COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,COC(=O)C1C2CCC(CC1C(=O)Oc1ccccc1)N2,train
NP(=O)(OCCC(=O)O)N(CCCl)CCCl,ClCCNCCCl,train
O=Cc1cccc2ccccc12,O=C(O)c1cccc2ccccc12,train
CO[C@@H]1O[C@H](CO)C(O)C(O)C1NC(C)=O,CC(=O)NC1C(O)C(O)[C@@H](CO)O[C@H]1O,train
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,CC(C)C[C@H](N)C(=O)O,train
CC(C)C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,C=C(C)C(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O,train
CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(=O)NCCC(=O)NCCS,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CCO,train
C=C(N)C(=O)O,NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,train
ONc1ccco1,O,train
O=P([O-])(OC[C@H](O)CO)O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,O=P([O-])([O-])O[C@H]1[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,train
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)[C@H](O)C[C@@]43C)[C@@H]1CC[C@@H]2O,train
O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,O=c1[nH]cnc2c1ncn2C1CC(O)C(COP(=O)(O)O)O1,train
CSCCC(=O)C(=O)COP(=O)([O-])[O-],CSCCC(=O)/C([O-])=C/O,train
CC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],train
Nc1ccccc1C(=O)C[C@H](N)C(=O)O,Nc1c(O[C@H]2O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]2O)cccc1C(=O)C[C@@H](N)C(=O)O,train
CCCCC/C=C\C/C=C\CCC[C@H](O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],CCCCC/C=C\C/C=C\CCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],train
C[C@]12CC[C@@H]3[C@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1CC[C@@H]2O,C[C@@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@H]12,train
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,C[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](OP(=O)(O)OC[C@H]2O[C@@H](C)[C@H](O)[C@@H]2OP(=O)(O)OC[C@H]2O[C@@H](C)[C@H](O)[C@@H]2O)[C@H]1O,train
CSC(=O)CC(=O)O,CSC(=O)CC(C)=O,train
CCCO,CCC=O,train
Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)(=O)NO)cc1,Cc1onc(-c2ccccc2)c1-c1ccc(S(=O)O)cc1,train
CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCC/C=C\CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],train
[NH3+][C@@H](Cc1ccc(O)c(I)c1)C(=O)[O-],[NH3+][C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)[O-],train
O=C([O-])CCCC/C=C\CC(=O)CCC=C/C=C\[C@H](O)CCCC(=O)[O-],O=C([O-])CCCC/C=C\CC(=O)C=C/C=C/C=C\[C@H](O)CCCC(=O)[O-],train
CC(C)(CO)C(O)C(O)=NCCC(=O)[O-],CC(C)(COP(=O)([O-])O)[C@@H](O)C([O-])=NCCC(=O)[O-],train
O=C(O)Cc1ccccc1NC1=C(Cl)C=CC2OC12Cl,N[C@@H](CCC(=O)N[C@@H](CSC1C(Nc2ccccc2CC(=O)O)=C(Cl)C=CC1O)C(=O)NCC(=O)O)C(=O)O,train
C[N+](C)(C)CC=O,C[N+](C)(C)CC(=O)[O-],train
CC(=O)CC[C@H](NC(=O)c1ccc(N2C=[N+]3c4c(nc(N)[nH]c4=O)NC[C@H]3C2)cc1)C(=O)[O-],CC(=O)CC[C@H](NC(=O)c1ccc(NC[C@@H]2CNc3nc(N)[nH]c(=O)c3N2C=N)cc1)C(=O)[O-],train
C[C@H](O)[C@H](O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,CC(=O)C(=O)[C@@H]1CNc2nc(N)[nH]c(=O)c2N1,train
CN(C)c1ccccc1,C[N+](C)([O-])c1ccccc1,train
N[C@H](CC(=O)[O-])C(=O)O,O=C([O-])CC(=O)C(=O)[O-],train
O=C(O)/C=C\C(=O)CC(=O)O,O=C(O)/C=C1/C=CC(=O)O1,train
NC(=O)NCCCC(N)C(=O)O,N=C(N)NCCCC(N)C(=O)O,train
[H]/N=C(/[O-])c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,Nc1ncnc2c1ncn2[C@H]1O[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@@H]2OC(O)[C@@H](O)[C@H]2O)[C@H](O)[C@@H]1O,train
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCS,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1O[C@H](n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-],train
CCCCCCCCCCCCCCCCCCC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCCC(=O)[O-],train
[NH3+]CCCC(=O)[O-],CC(=O)NCCCC(=O)[O-],train
OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO,train
CC(=O)C1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C,CC(C)CCCC(C)(O)C1(O)CCC2C3CC=C4CC(O)CCC4(C)C3CCC21C,train
NC1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,O=P(O)(O)O,train
CC(C)CO,CC1CO1,train
O=c1[nH]cnc2c1ncn2C1OC(CO)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,train
CC(C)N(C)C,CN(C)C(C)(C)O,train
O=C([O-])C(=O)C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)COP(=O)([O-])[O-],O=C([O-])C(=O)C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,train
COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(CO)c2ccc(NC(=O)OC3CCCC3)cc12,train
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@](C)(O)CC(=O)O,CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,train
C[C@]12CC[C@@H]3[C@@H](CCC4=CC(=O)CC[C@@]43CO)[C@@H]1CCC2=O,C[C@]12CC[C@H]3[C@H](CCC4=CC(=O)CC[C@]43C)[C@@H]1CCC2=O,train
CC1=C(C)C(=O)C=C2CCC(C)(CCC[C@@H](C)CCC[C@@H](C)CCCC(C)C)O[C]21,Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,train
CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)NC(C)=O,CCCCCCCCCCCCCC=C[C@@H](O)[C@H](CO)NC(C)=O,train
CCCCC[C@H](O)C=C[C@@H]1[C@H](O)C[C@H]2O/C(=C\CCCC(=O)[O-])C[C@H]12,CCCCC[C@H](O)C=C[C@@H]1[C@@H]2C[C@H](OO2)[C@@H]1CC=CCCCC(=O)[O-],train
[H]/N=c1/ccn([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])O)O2)c([O-])n1,[H]/N=c1\ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(O)n1,train
NCC(=O)NC1OC(COP(=O)(O)O)C(O)C1O,NC1OC(COP(=O)(O)O)C(O)C1O,train
N[C@@H](CCC[NH3+])C(=O)O,C[C@H](N)C(=O)O,train
CC(=O)Nc1c(NC=O)[nH]c(=O)n(C)c1=O,Cn1c(=O)[nH]c2ncn(C)c2c1=O,train
CCCCCCCCCCCCCC(=O)SC,CCCCCCCCCCCCCC(=O)[O-],train
CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,CCC(=O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,train
[H]/N=C(\O)C[C@H](N)C(=O)O,[H]/N=C(\N)NCCC[C@H]([NH3+])C(=O)O,train
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,NC(CCS)C(=O)O,train
NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,NC(=O)N1c2ccccc2C=Cc2cc(O)c(O)cc21,train
Nc1ccn([C@@H]2O[C@@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1,Nc1ccn([C@@H]2O[C@@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)n1,train
Nc1ccccc1C(=O)CC(=O)C(=O)[O-],O=C([O-])c1cc(=O)c2ccccc2[nH]1,train
CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,CCCS(=O)(=O)c1ccc2nc(N=C(O)OC)[nH]c2c1,train
CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])O)C(O)C([O-])=NCCC([O-])=NCCSC(=O)CCCC/C=C/C/C=C/C=C/C=C/[C@@H](SC[C@@H](N)C(=O)[O-])[C@@H](O)CCCC(=O)[O-],CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])O)C(O)C([O-])=NCCC([O-])=NCCSC(=O)/C=C/CC/C=C\C/C=C\C=C\C=C\[C@@H](SC[C@@H](N)C(=O)[O-])[C@@H](O)CCCC(=O)[O-],train
CCCCCCCCCCCCCCCCCCCCCCCC(=O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1O[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1OP(=O)([O-])[O-],CCCCCCCCCCCCCCCCCCCCCCCC(O)CC(=O)SCCN=C([O-])CCN=C([O-])[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],train
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1,train
CC(C)=O,CC(=O)CO,train
[H]/N=C(\N)NCCC[C@H]([NH3+])C(=O)O,C[C@H](N)C(=O)O,train
CCn1c(C(C)O)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c1=O,CCn1c(C(C)=O)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c1=O,train
O=c1c(-c2ccccc2)coc2ccccc12,O=C1c2ccccc2OCC1c1ccccc1,train
CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CCCCCCCCC=CC=CCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-],train
CC(=O)NCCCC=O,CC(=O)NCCCC[NH3+],train
C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO,C[N+](C)(C)CCOP(=O)([O-])[O-],train
