parent_name,parent_smiles,child_name,child_smiles,origin,set,source
Cyclohexyl hydroxymethyl glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(CO)CC3)cc2)C1=O,Cyclohexyl hydroxymethyl glimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(CO)CC3)cc2)C1=O,DB00222,train,Parent-Parent Augmented
bpr-0L075,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1,bpr-0L075,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1,bpr-0L075,train,Parent-Parent Augmented
Trimethadione,CN1C(=O)OC(C)(C)C1=O,Trimethadione,CN1C(=O)OC(C)(C)C1=O,DB00347,train,Parent-Parent Augmented
Iloprost,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,Iloprost,CC#CCC(C)C(O)C=CC1C(O)CC2CC(=CCCCC(=O)O)CC21,DB01088,train,Parent-Parent Augmented
Hydroxycitronellal,CC(CC=O)CCCC(C)(C)O,Hydroxycitronellal,CC(CC=O)CCCC(C)(C)O,DB14187,train,Parent-Parent Augmented
3-Phenoxybenozoic acid,O=C(O)c1cccc(Oc2ccccc2)c1,3-Phenoxybenozoic acid,O=C(O)c1cccc(Oc2ccccc2)c1,3-Phenoxybenozoic acid,train,Parent-Parent Augmented
Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,DB00490,train,Parent-Parent Augmented
S-Methyl-dihydro-ziprasidone,CSc1ccccc1C(=N)N1CCN(CCc2cc3c(cc2Cl)NC(=O)C3)CC1,S-Methyl-dihydro-ziprasidone,CSc1ccccc1C(=N)N1CCN(CCc2cc3c(cc2Cl)NC(=O)C3)CC1,DB00246,train,Parent-Parent Augmented
pimobendan,COc1ccc(-c2nc3cc(C4=NN=C(O)CC4C)ccc3[nH]2)cc1,pimobendan,COc1ccc(-c2nc3cc(C4=NN=C(O)CC4C)ccc3[nH]2)cc1,pimobendan,train,Parent-Parent Augmented
OXODIPINE(m1),CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc2c1OCO2,OXODIPINE(m1),CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc2c1OCO2,OXODIPINE,train,Parent-Parent Augmented
(s)-mephobarbital,CCC1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,(s)-mephobarbital,CCC1(c2ccccc2)C(=O)N(C)C(=O)N=C1O,(s)-mephobarbital,train,Parent-Parent Augmented
Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,Malathion,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,DB00772,train,Parent-Parent Augmented
4-Hydroxyvalproic acid,CCCC(CC(C)O)C(=O)O,4-Hydroxyvalproic acid,CCCC(CC(C)O)C(=O)O,DB00313,train,Parent-Parent Augmented
Dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,Dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,DB00250,train,Parent-Parent Augmented
p-Hydroxyphenobarbital,CCC1(c2ccc(O)cc2)C(O)=NC(=O)N=C1O,p-Hydroxyphenobarbital,CCC1(c2ccc(O)cc2)C(O)=NC(=O)N=C1O,Phenobarbital,train,Parent-Parent Augmented
M14 (AZ12791138),Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21,M14 (AZ12791138),Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(N)=O)cc21,DB11689,train,Parent-Parent Augmented
Latanoprostene bunod,O=C(CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)OCCCCO[N+](=O)[O-],Latanoprostene bunod,O=C(CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1)OCCCCO[N+](=O)[O-],DB11660,train,Parent-Parent Augmented
Thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,Thiopental,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,DB00599,train,Parent-Parent Augmented
Tolfenamic acid,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,Tolfenamic acid,Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,DB09216,train,Parent-Parent Augmented
Ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,DB00904,train,Parent-Parent Augmented
Ponesimod M32 Metabolite,CCCN=C1SC(=Cc2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,Ponesimod M32 Metabolite,CCCN=C1SC(=Cc2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1C,DB12016,train,Parent-Parent Augmented
Halothane,FC(F)(F)C(Cl)Br,Halothane,FC(F)(F)C(Cl)Br,DB01159,train,Parent-Parent Augmented
Umeclidinium,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,Umeclidinium,OC(c1ccccc1)(c1ccccc1)C12CC[N+](CCOCc3ccccc3)(CC1)CC2,DB09076,train,Parent-Parent Augmented
Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,Chloramphenicol,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,DB07565,train,Parent-Parent Augmented
Gavestinel,O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,Gavestinel,O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,DB06741,train,Parent-Parent Augmented
Verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Verapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,Verapamil,train,Parent-Parent Augmented
estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,estradiol,train,Parent-Parent Augmented
"1,7-dimethylxanthine",Cn1c(=O)[nH]c2ncn(C)c2c1=O,"1,7-dimethylxanthine",Cn1c(=O)[nH]c2ncn(C)c2c1=O,DB00201,train,Parent-Parent Augmented
M6,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,M6,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,DB08932,train,Parent-Parent Augmented
Guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,Guanfacine,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,DB01018,train,Parent-Parent Augmented
Oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,Oxazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,DB00842,train,Parent-Parent Augmented
Formononetin,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Formononetin,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,Formononetin,train,Parent-Parent Augmented
Niraparib M1 metabolite,O=C(O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,Niraparib M1 metabolite,O=C(O)c1cccc2cn(-c3ccc(C4CCCNC4)cc3)nc12,DB11793,train,Parent-Parent Augmented
NDPA,CCCN(CCC)N=O,NDPA,CCCN(CCC)N=O,NDPA,train,Parent-Parent Augmented
Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,Fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,DB00813,train,Parent-Parent Augmented
Epoprostenol,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,Epoprostenol,CCCCCC(O)C=CC1C(O)CC2OC(=CCCCC(=O)O)CC21,DB01240,train,Parent-Parent Augmented
Nicotine,CN1CCCC1c1cccnc1,Nicotine,CN1CCCC1c1cccnc1,DB00184,train,Parent-Parent Augmented
Daidzein,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,Daidzein,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,formononetin,train,Parent-Parent Augmented
2-acetamidofluorene,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,2-acetamidofluorene,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,2-acetamidofluorene,train,Parent-Parent Augmented
PRT062803,COc1ccc(N)c(C(=O)Nc2ccc(Cl)cn2)c1,PRT062803,COc1ccc(N)c(C(=O)Nc2ccc(Cl)cn2)c1,DB12364,train,Parent-Parent Augmented
schembl29464,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,schembl29464,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,schembl29464,train,Parent-Parent Augmented
Lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,Lansoprazole,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,DB00448,train,Parent-Parent Augmented
Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Candesartan cilexetil,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,DB00796,train,Parent-Parent Augmented
Gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,Gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,DB12184,train,Parent-Parent Augmented
Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,DB00608,train,Parent-Parent Augmented
schembl69463,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,schembl69463,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1,schembl69463,train,Parent-Parent Augmented
"1,2-dichlorobenzene",Clc1ccccc1Cl,"1,2-dichlorobenzene",Clc1ccccc1Cl,"1,2-dichlorobenzene",train,Parent-Parent Augmented
Voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,Voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,DB00582,train,Parent-Parent Augmented
3-hydroxycarbamazepine,NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21,3-hydroxycarbamazepine,NC(=O)N1c2ccccc2C=Cc2ccc(O)cc21,DB00564,train,Parent-Parent Augmented
Phthalazine,c1ccc2cnncc2c1,Phthalazine,c1ccc2cnncc2c1,DB01275,train,Parent-Parent Augmented
3-OH-nabumetone,COc1ccc2cc(CC(O)C(C)=O)ccc2c1,3-OH-nabumetone,COc1ccc2cc(CC(O)C(C)=O)ccc2c1,DB00461,train,Parent-Parent Augmented
8-hydroxyclomipramine,CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,8-hydroxyclomipramine,CN(C)CCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,DB01242,train,Parent-Parent Augmented
DEET,CCN(CC)C(=O)c1cccc(C)c1,DEET,CCN(CC)C(=O)c1cccc(C)c1,DEET,train,Parent-Parent Augmented
Acetaminophen,CC(=O)Nc1ccc(O)cc1,Acetaminophen,CC(=O)Nc1ccc(O)cc1,DB03783,train,Parent-Parent Augmented
"3,3p,4p-Trihydroxyflavone",O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccccc12,"3,3p,4p-Trihydroxyflavone",O=c1c(O)c(-c2ccc(O)c(O)c2)oc2ccccc12,"3,3p,4p-Trihydroxyflavone",train,Parent-Parent Augmented
Naloxone,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,Naloxone,C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,DB01183,train,Parent-Parent Augmented
Irbesartan derivative M1,CC(O)CCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,Irbesartan derivative M1,CC(O)CCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,DB01029,train,Parent-Parent Augmented
tert-butyl ethyl ether (ETBE),CCOC(C)(C)C,tert-butyl ethyl ether (ETBE),CCOC(C)(C)C,tert-butyl ethyl ether (ETBE),train,Parent-Parent Augmented
Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,Desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,DB00304,train,Parent-Parent Augmented
4-hydroxymidazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,4-hydroxymidazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2O,DB00683,train,Parent-Parent Augmented
Ivosidenib,N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,Ivosidenib,N#Cc1ccnc(N2C(=O)CCC2C(=O)N(c2cncc(F)c2)C(C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,DB14568,train,Parent-Parent Augmented
Odanacatib,CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,Odanacatib,CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,DB06670,train,Parent-Parent Augmented
meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,meperidine,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,meperidine,train,Parent-Parent Augmented
Bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,Bupropion,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,DB01156,train,Parent-Parent Augmented
O-desmethyl Apremilast,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1O,O-desmethyl Apremilast,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1O,DB05676,train,Parent-Parent Augmented
Aranidipine M-2,CCC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1ccccc1[N+](=O)[O-],Aranidipine M-2,CCC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1ccccc1[N+](=O)[O-],DB09229,train,Parent-Parent Augmented
Thienodihydropyridinium,Clc1ccccc1CN1C=C2C=C[S+]=C2CC1,Thienodihydropyridinium,Clc1ccccc1CN1C=C2C=C[S+]=C2CC1,DB00208,train,Parent-Parent Augmented
Quinotolast,O=C(Nc1nn[nH]n1)c1cc(Oc2ccccc2)c2ccccn2c1=O,Quinotolast,O=C(Nc1nn[nH]n1)c1cc(Oc2ccccc2)c2ccccn2c1=O,Quinotolast,train,Parent-Parent Augmented
Tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1,Tedizolid,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1,DB09042,train,Parent-Parent Augmented
Nitroso-dapsone,Nc1ccc(S(=O)(=O)c2ccc(N=O)cc2)cc1,Nitroso-dapsone,Nc1ccc(S(=O)(=O)c2ccc(N=O)cc2)cc1,DB00250,train,Parent-Parent Augmented
riddelliine,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,riddelliine,C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,riddelliine,train,Parent-Parent Augmented
Taurolidine,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,Taurolidine,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,DB12473,train,Parent-Parent Augmented
Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,Clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,DB01242,train,Parent-Parent Augmented
Bronopol,O=[N+]([O-])C(Br)(CO)CO,Bronopol,O=[N+]([O-])C(Br)(CO)CO,DB13960,train,Parent-Parent Augmented
(R)-m-Methoxyamphetamine,COc1cccc(CC(C)N)c1,(R)-m-Methoxyamphetamine,COc1cccc(CC(C)N)c1,(R)-m-Methoxyamphetamine,train,Parent-Parent Augmented
Testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,Testosterone,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,DB01420,train,Parent-Parent Augmented
"2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Cn1c(=N)[nH]c2ncc(-c3ccccc3)cc21,"2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Cn1c(=N)[nH]c2ncc(-c3ccccc3)cc21,"2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",train,Parent-Parent Augmented
unii-3es85mm31y,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,unii-3es85mm31y,CCCOc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1-c1nc2c(CC)n(Cc3ccccn3)nc2c(=O)[nH]1,unii-3es85mm31y,train,Parent-Parent Augmented
Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,Citalopram,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,DB00215,train,Parent-Parent Augmented
6-β-hydromorphol,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,6-β-hydromorphol,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,DB15465,train,Parent-Parent Augmented
METALAXYL,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,METALAXYL,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,METALAXYL,train,Parent-Parent Augmented
"3,4-Diphenyl-7-hydroxycoumarin",O=c1oc2cc(O)ccc2c(-c2ccccc2)c1-c1ccccc1,"3,4-Diphenyl-7-hydroxycoumarin",O=c1oc2cc(O)ccc2c(-c2ccccc2)c1-c1ccccc1,"3,4-Diphenyl-7-hydroxycoumarin",train,Parent-Parent Augmented
Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,Riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,DB00740,train,Parent-Parent Augmented
R529,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1O,R529,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1O,DB12010,train,Parent-Parent Augmented
Lumiracoxib metabolite M21,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl,Lumiracoxib metabolite M21,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl,DB01283,train,Parent-Parent Augmented
Hydroxydesmethyl doxepin,CNCCC=C1c2ccccc2COc2ccc(O)cc21,Hydroxydesmethyl doxepin,CNCCC=C1c2ccccc2COc2ccc(O)cc21,DB01142,train,Parent-Parent Augmented
Free Piperazine Derivative,COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC,Free Piperazine Derivative,COc1cc2nc(N3CCNCC3)nc(N)c2cc1OC,DB01162,train,Parent-Parent Augmented
Opicapone,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,Opicapone,Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,DB11632,train,Parent-Parent Augmented
Iodoform,IC(I)I,Iodoform,IC(I)I,DB13813,train,Parent-Parent Augmented
Carboxy-dabrafenib,CC(C)(C(=O)O)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,Carboxy-dabrafenib,CC(C)(C(=O)O)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,DB08912,train,Parent-Parent Augmented
Hydrocortisone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,Hydrocortisone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB00741,train,Parent-Parent Augmented
raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,raloxifene,O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,raloxifene,train,Parent-Parent Augmented
Terbinafine dihydrodiol derivative (1),CN(CC=CC#CC(C)(C)C)Cc1cc(O)c(O)c2ccccc12,Terbinafine dihydrodiol derivative (1),CN(CC=CC#CC(C)(C)C)Cc1cc(O)c(O)c2ccccc12,DB00857,train,Parent-Parent Augmented
Chloramphenicol Aryl Amine,Nc1ccc(C(O)C(N)CO)cc1,Chloramphenicol Aryl Amine,Nc1ccc(C(O)C(N)CO)cc1,DB07565,train,Parent-Parent Augmented
Piperaquine,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,Piperaquine,Clc1ccc2c(N3CCN(CCCN4CCN(c5ccnc6cc(Cl)ccc56)CC4)CC3)ccnc2c1,DB13941,train,Parent-Parent Augmented
amrubicinol,CC(O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CCC(O)C(O)O2)C1)C(=O)c1ccccc1C3=O,amrubicinol,CC(O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CCC(O)C(O)O2)C1)C(=O)c1ccccc1C3=O,DB06263,train,Parent-Parent Augmented
Aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,Aripiprazole,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1,DB01238,train,Parent-Parent Augmented
serotonin,NCCc1c[nH]c2ccc(O)cc12,serotonin,NCCc1c[nH]c2ccc(O)cc12,serotonin,train,Parent-Parent Augmented
Oxo-etoperidone (M3),CCn1c(C(C)=O)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c1=O,Oxo-etoperidone (M3),CCn1c(C(C)=O)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c1=O,DB09194,train,Parent-Parent Augmented
zinc33952402,Cc1ccc(C(=O)C(C)N2CCCC2)cc1,zinc33952402,Cc1ccc(C(=O)C(C)N2CCCC2)cc1,zinc33952402,train,Parent-Parent Augmented
Isonicotinoylhydrazine,NNC(=O)c1ccncc1,Isonicotinoylhydrazine,NNC(=O)c1ccncc1,Isonicotinoylhydrazine,train,Parent-Parent Augmented
Endoxifen (4-hydroxy-N-desmethyltamoxifen),CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,Endoxifen (4-hydroxy-N-desmethyltamoxifen),CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,DB00675,train,Parent-Parent Augmented
4-Hydroxyifosfamide,O=P1(NCCCl)OCCC(O)N1CCCl,4-Hydroxyifosfamide,O=P1(NCCCl)OCCC(O)N1CCCl,l-trofosfamide,train,Parent-Parent Augmented
4-Hydroxytamoxifen,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,4-Hydroxytamoxifen,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,DB00675,train,Parent-Parent Augmented
Ruxolitinib,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,Ruxolitinib,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,DB08877,train,Parent-Parent Augmented
Acetachlor,CCOCN(C(=O)CCl)c1c(C)cccc1CC,Acetachlor,CCOCN(C(=O)CCl)c1c(C)cccc1CC,Acetachlor,train,Parent-Parent Augmented
O-Desmethyltramadol,CN(C)CC1CCCCC1(O)c1cccc(O)c1,O-Desmethyltramadol,CN(C)CC1CCCCC1(O)c1cccc(O)c1,DB00193,train,Parent-Parent Augmented
zinc15020070,COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,zinc15020070,COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,zinc15020070,train,Parent-Parent Augmented
Methylprednisolone M4 Metabolite,CC1=CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,Methylprednisolone M4 Metabolite,CC1=CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,DB00959,train,Parent-Parent Augmented
Hydralazine,NNc1nncc2ccccc12,Hydralazine,NNc1nncc2ccccc12,DB01275,train,Parent-Parent Augmented
Nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,Nortriptyline,CNCCC=C1c2ccccc2CCc2ccccc21,DB00321,train,Parent-Parent Augmented
Tamsulosin M-4 Metabolite,CCOc1ccccc1OCCNC(C)Cc1ccc(O)c(S(N)(=O)=O)c1,Tamsulosin M-4 Metabolite,CCOc1ccccc1OCCNC(C)Cc1ccc(O)c(S(N)(=O)=O)c1,DB00706,train,Parent-Parent Augmented
O-demethylated acemetacin,Cc1c(CC(=O)OCC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,O-demethylated acemetacin,Cc1c(CC(=O)OCC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,DB13783,train,Parent-Parent Augmented
cp_125_611,Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,cp_125_611,Oc1ccc(OC(F)(F)F)cc1CNC1CCCNC1c1ccccc1,cp_125_611,train,Parent-Parent Augmented
2-methylamino-2-phenylbutan-1-ol ,CCC(CO)(NC)c1ccccc1,2-methylamino-2-phenylbutan-1-ol ,CCC(CO)(NC)c1ccccc1,DB09089,train,Parent-Parent Augmented
Bioallethrin,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,Bioallethrin,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,DB13746,train,Parent-Parent Augmented
Testosterone propionate,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,Testosterone propionate,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,DB01420,train,Parent-Parent Augmented
NPYR,O=NN1CCCC1,NPYR,O=NN1CCCC1,NPYR,train,Parent-Parent Augmented
4-Hydroxyketamine,CNC1(c2ccccc2Cl)CC(O)CCC1=O,4-Hydroxyketamine,CNC1(c2ccccc2Cl)CC(O)CCC1=O,DB01221,train,Parent-Parent Augmented
Loxoprofen,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,Loxoprofen,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,DB09212,train,Parent-Parent Augmented
