parent_name,parent_smiles,child_name,child_smiles,origin,tanimoto
[2-methyl-4-(o-tolylazo)phenyl]amine,Cc1cc(N=Nc2ccccc2C)ccc1N,2'-hydroxymethyl-3-raethyl-4-aminoazoberizene,Cc1cc(N=Nc2ccccc2CO)ccc1N,[2-methyl-4-(o-tolylazo)phenyl]amine,0.6944444444444444
[2-methyl-4-(o-tolylazo)phenyl]amine,Cc1cc(N=Nc2ccccc2C)ccc1N,N-hydroxy-oaminoazotohiene,Cc1ccccc1N=Nc1ccc(NO)c(C)c1,[2-methyl-4-(o-tolylazo)phenyl]amine,0.6571428571428571
1_4_cineole,CC(C)C12CCC(C)(CC1)O2,,CC(C)C12CCC(C)(O1)C(O)C2,1_4_cineole,0.43333333333333335
1_8_cineole,CC12CCC(CC1)C(C)(C)O2,"2alpha-hydroxy-1,8-cineole",CC1(C)OC2(C)CCC1CC2O,1_8_cineole,0.4482758620689655
1_8_cineole,CC12CCC(CC1)C(C)(C)O2,"3alpha-hydroxy-1,8-cineole",CC12CCC(C(O)C1)C(C)(C)O2,1_8_cineole,0.4482758620689655
1-(3-chlorophenyl)piperazine,Clc1cccc(N2CCNCC2)c1,2‐chloro‐4‐(piperazin‐1‐yl)phenol,Oc1ccc(N2CCNCC2)cc1Cl,1-(3-chlorophenyl)piperazine,0.5428571428571428
1-(4-methoxyphenyl)piperazine,COc1ccc(N2CCNCC2)cc1,1-(4-hydroxyphenyl)piperazine,Oc1ccc(N2CCNCC2)cc1,1-(4-methoxyphenyl)piperazine,0.5666666666666667
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(c2ccccc2)CC1,1-methyl-4-phenylpyridin-1-ium,C[n+]1ccc(-c2ccccc2)cc1,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",0.28125
"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",CN1CC=C(c2ccccc2)CC1,pOH-MPTP,CN1CC=C(c2ccc(O)cc2)CC1,"1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine",0.6666666666666666
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,3-OH-1-nitropyrene,O=[N+]([O-])c1cc(O)c2ccc3cccc4ccc1c2c34,1-nitropyrene,0.6470588235294118
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,"trans-4,5- Dihydrodiol- 1-nitropyrene",O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C1OC21,1-nitropyrene,0.6764705882352942
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,6-OH-1- nitropyrene,O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43,1-nitropyrene,0.6774193548387096
1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,8-OH-1-nitropyrene,O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34,1-nitropyrene,0.6774193548387096
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOc1cccc(CN2CCCCC2)c1,,Oc1cccc(CN2CCCCC2)c1,"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",0.55
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",OCCCOc1cccc(CN2CCCCC2)c1,,OCCCOc1cccc(CN2CCCCC2O)c1,"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",0.6521739130434783
"1,2-dichlorobenzene",Clc1ccccc1Cl,"2,3-dichlorophenol",Oc1cccc(Cl)c1Cl,"1,2-dichlorobenzene",0.4444444444444444
"1,2-dichlorobenzene",Clc1ccccc1Cl,"3,4-dichlorophenol",Oc1ccc(Cl)c(Cl)c1,"1,2-dichlorobenzene",0.3684210526315789
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,3,5-trichlorophenol",Oc1cc(Cl)cc(Cl)c1Cl,"1,2,4-trichlorobenzene",0.34782608695652173
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,3,6-trichlorophenol",Oc1c(Cl)ccc(Cl)c1Cl,"1,2,4-trichlorobenzene",0.3181818181818182
"1,2,4-trichlorobenzene",Clc1ccc(Cl)c(Cl)c1,"2,4,5-trichlorophenol",Oc1cc(Cl)c(Cl)cc1Cl,"1,2,4-trichlorobenzene",0.4
1'-nitrosonornicotine,O=NN1CCCC1c1cccnc1,,O=NN1C(O)CCC1c1cccnc1,1'-nitrosonornicotine,0.5714285714285714
1'-nitrosonornicotine,O=NN1CCCC1c1cccnc1,,O=NN1CCCC1(O)c1cccnc1,1'-nitrosonornicotine,0.3958333333333333
11_oxo_delta8_tetrahydrocannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C=O)CC21,,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C(=O)O)CC21,11_oxo_delta8_tetrahydrocannabinol,0.7413793103448276
2-(1-piperazinyl)pyrimidine,c1cnc(N2CCNCC2)nc1,,Oc1cnc(N2CCNCC2)nc1,2-(1-piperazinyl)pyrimidine,0.6071428571428571
2-acetamidofluorene,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,N-Hydroxy-2-acetamidofluorene,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,2-acetamidofluorene,0.55
2-acetamidofluorene,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,1-OH-AFF,CC(=O)Nc1ccc2c(c1)Cc1cccc(O)c1-2,2-acetamidofluorene,0.6842105263157895
2-acetamidofluorene,CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,5-OH-AFF,CC(=O)Nc1ccc2c(c1)CC1(O)CC=CC=C21,2-acetamidofluorene,0.4375
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",NC(=O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,rac-RPR 127025,NC(=O)c1c(Cl)c(-c2cccnc2)n2c1C(O)CCC2,"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",0.6481481481481481
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",NC(=O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,RPR 122701,NC(=O)c1c(Cl)c(-c2ccc[n+]([O-])c2)n2c1CCCC2,"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",0.6415094339622641
2-naphthylamine,Nc1ccc2ccccc2c1,N-Hydroxy-2-naphthalenamine,ONc1ccc2ccccc2c1,2-naphthylamine,0.4230769230769231
2-nitropyrene,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,2-aminopyrene,Nc1cc2ccc3cccc4ccc(c1)c2c34,2-nitropyrene,0.4642857142857143
2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,3-Hydroxy-2-oxoquazepam,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,2-oxoquazepam,0.6727272727272727
2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,N-Desalkyl-2-oxoquazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1,2-oxoquazepam,0.4727272727272727
2-phenylphenol,Oc1ccccc1-c1ccccc1,"2,5-dihydroxybiphenyl",Oc1ccc(O)c(-c2ccccc2)c1,2-phenylphenol,0.6086956521739131
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCCc1ccc2c(n1)C=CC1OC21,2-propylquinoline,0.3902439024390244
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCCc1ccc2c(n1)C1OC1C=C2,2-propylquinoline,0.3902439024390244
2-propylquinoline,CCCc1ccc2ccccc2n1,,OCCCc1ccc2ccccc2n1,2-propylquinoline,0.6129032258064516
2-propylquinoline,CCCc1ccc2ccccc2n1,,CCC(O)c1ccc2ccccc2n1,2-propylquinoline,0.45714285714285713
"2,2-dichloro-1,1,1-trifluoroethane",FC(F)(F)C(Cl)Cl,Trifluoroacetyl chloride,O=CC(F)(F)F,"2,2-dichloro-1,1,1-trifluoroethane",0.2
"2,2',4,5,5'-pentachlorobiphenyl",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,"2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",Oc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,"2,2',4,5,5'-pentachlorobiphenyl",0.5416666666666666
"2,6-dichlorobenzonitrile",N#Cc1c(Cl)cccc1Cl,,N#CC1=C(Cl)C2OC2C=C1Cl,"2,6-dichlorobenzonitrile",0.2727272727272727
2'-methoxyacetophenone,COc1ccccc1C(C)=O,2'-Hydroxyacetophenone,CC(=O)c1ccccc1O,2'-methoxyacetophenone,0.5384615384615384
"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",CCOc1ccc2c(CCl)cc(=O)oc2c1,4-(Chloromethyl)-7-hydroxychromen-2-one,O=c1cc(CCl)c2ccc(O)cc2o1,"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",0.575
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CCC(O)CCOc1ccc2ccc(=O)oc2c1,"2h-1-benzopyran-2-one, 7-(pentyloxy)-",0.6511627906976745
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CC(O)CCCOc1ccc2ccc(=O)oc2c1,"2h-1-benzopyran-2-one, 7-(pentyloxy)-",0.6666666666666666
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",CCCCCOc1ccc2ccc(=O)oc2c1,,CCCCC(O)Oc1ccc2ccc(=O)oc2c1,"2h-1-benzopyran-2-one, 7-(pentyloxy)-",0.6136363636363636
3-cyano-7-ethoxycoumarin,CCOc1ccc2cc(C#N)c(=O)oc2c1,3-Cyano-7-hydroxycoumarin,N#Cc1cc2ccc(O)cc2oc1=O,3-cyano-7-ethoxycoumarin,0.5714285714285714
3-cyano-7-methoxycoumarin,COc1ccc2cc(C#N)c(=O)oc2c1,3-Cyano-7-hydroxycoumarin,N#Cc1cc2ccc(O)cc2oc1=O,3-cyano-7-methoxycoumarin,0.6153846153846154
"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,,CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc([N+](=O)[O-])c1,"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",0.5263157894736842
"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,hyocholic acid (HCA),CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CC(O)C12C,"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",0.6610169491525424
"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",0.7627118644067796
3s14s-ochratoxin a,CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,,CC1OC(=O)c2c(O)c(C(=O)NC(Cc3ccccc3)C(=O)O)cc(Cl)c2C1O,3s14s-ochratoxin a,0.6825396825396826
4_demethyl_olanzapine,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1O,4_demethyl_olanzapine,0.6981132075471698
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCc1cc(=O)oc2cc(OC)ccc12,BHAMC,CCCCNCc1cc(=O)oc2cc(O)ccc12,4-(butylaminomethyl)-7-methoxycoumarin,0.7021276595744681
4-(butylaminomethyl)-7-methoxycoumarin,CCCCNCc1cc(=O)oc2cc(OC)ccc12,,COc1ccc2c(CN)cc(=O)oc2c1,4-(butylaminomethyl)-7-methoxycoumarin,0.6086956521739131
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCc1cc(=O)oc2cc(OC)ccc12,EHAMC,CCNCc1cc(=O)oc2cc(O)ccc12,4-(ethylaminomethyl)-7-methoxycoumarin,0.6904761904761905
4-(ethylaminomethyl)-7-methoxycoumarin,CCNCc1cc(=O)oc2cc(OC)ccc12,MAMC,COc1ccc2c(CN)cc(=O)oc2c1,4-(ethylaminomethyl)-7-methoxycoumarin,0.6666666666666666
"4-(trifluoromethyl)-7-[2,5-bis(trifluoromethyl)benzyloxy]coumarin",O=c1cc(C(F)(F)F)c2ccc(OCc3cc(C(F)(F)F)ccc3C(F)(F)F)cc2o1,HFC,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,"4-(trifluoromethyl)-7-[2,5-bis(trifluoromethyl)benzyloxy]coumarin",0.5319148936170213
"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",COc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,Tris-OH-M methoxychlor,Oc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",0.6764705882352942
4-aminobiphenyl,Nc1ccc(-c2ccccc2)cc1,"4-aminobiphenyl, N-oxide",ONc1ccc(-c2ccccc2)cc1,4-aminobiphenyl,0.43478260869565216
4-Hydroxytamoxifen,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,Endoxifen,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,4-Hydroxytamoxifen,0.7111111111111111
4-Hydroxytamoxifen,CCC(=C(c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,"3,4-Dihydroxy-Tamoxifen",CCC(=C(c1ccc(OCCN(C)C)cc1)c1ccc(O)c(O)c1)c1ccccc1,4-Hydroxytamoxifen,0.782608695652174
4-methylaminomethyl-7-methoxycoumarin,CNCc1cc(=O)oc2cc(OC)ccc12,N-methyl 7-hydroxy-4-(aminomethyl)-coumarin,CNCc1cc(=O)oc2cc(O)ccc12,4-methylaminomethyl-7-methoxycoumarin,0.65
4-nitro-3-(trifluoromethyl)aniline,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2-amino5-nitro-4-(trifluoromethyl)phenol,Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1O,4-nitro-3-(trifluoromethyl)aniline,0.5555555555555556
4-nitro-3-(trifluoromethyl)aniline,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,N-[4-nitro-3-(trifluoromethyl)phenyl]-acetamide,C[NH+]([O-])c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,4-nitro-3-(trifluoromethyl)aniline,0.5675675675675675
4-nitroanisole,COc1ccc([N+](=O)[O-])cc1,P-Nitrophenol,O=[N+]([O-])c1ccc(O)cc1,4-nitroanisole,0.5
4-nitropyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,4-aminopyrene,Nc1cc2cccc3ccc4cccc1c4c32,4-nitropyrene,0.48484848484848486
4-nitropyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,,O=[N+]([O-])c1cc2cccc3c2c2c(cccc12)C(O)C3O,4-nitropyrene,0.6216216216216216
"4,4'-methylenebis(2-chloroaniline)",Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,,Nc1ccc(Cc2ccc(NO)c(Cl)c2)cc1Cl,"4,4'-methylenebis(2-chloroaniline)",0.6896551724137931
"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,OROBOL,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",0.7560975609756098
5-hydroxydiclofenac,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,"4',5-Dihydroxydiclofenac",O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,5-hydroxydiclofenac,0.8
5-methoxytryptamine,COc1ccc2[nH]cc(CCN)c2c1,Serotonin,NCCc1c[nH]c2ccc(O)cc12,5-methoxytryptamine,0.6052631578947368
5-methylchrysene,Cc1cc2ccccc2c2ccc3ccccc3c12,"5-Methyl-1,2-dihydrochrysene-1,2-diol",Cc1cc2ccccc2c2ccc3c(c12)C=CC(O)C3O,5-methylchrysene,0.5128205128205128
58c80,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,298C84,CC(C)(CO)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,58c80,0.75
6-chrysenamine,Nc1cc2c3ccccc3ccc2c2ccccc12,"6-MeC-1,2-diol",Nc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,6-chrysenamine,0.41025641025641024
6-methylchrysene,Cc1cc2c3ccccc3ccc2c2ccccc12,"6-MeC-1,2-diol",Cc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,6-methylchrysene,0.42105263157894735
6-nitrochrysene,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,N-hydroxy-6-AC,ONc1cc2c3ccccc3ccc2c2ccccc12,6-nitrochrysene,0.45714285714285713
6-nitrochrysene,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,"1,2-DHD-6-NC ",O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,6-nitrochrysene,0.4772727272727273
7-benzyloxy-4-trifluoromethylcoumarin,O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,7-hydroxy-4-triuoromethylcoumarin (HFC),O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,7-benzyloxy-4-trifluoromethylcoumarin,0.5555555555555556
7-ethoxycoumarin,CCOc1ccc2ccc(=O)oc2c1,Umbelliferone,O=c1ccc2ccc(O)cc2o1,7-ethoxycoumarin,0.4857142857142857
7-ethoxycoumarin,CCOc1ccc2ccc(=O)oc2c1,,CCOc1ccc2c(O)cc(=O)oc2c1,7-ethoxycoumarin,0.6052631578947368
7-ethoxyresorufin,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,Resorufin,O=c1ccc2nc3ccc(O)cc3oc-2c1,7-ethoxyresorufin,0.5909090909090909
7-methoxycoumarin,COc1ccc2ccc(=O)oc2c1,Umbelliferone,O=c1ccc2ccc(O)cc2o1,7-methoxycoumarin,0.53125
7-methoxycoumarin,COc1ccc2ccc(=O)oc2c1,4-Hydroxy-7-methoxycoumarin,COc1ccc2c(O)cc(=O)oc2c1,7-methoxycoumarin,0.5714285714285714
7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,,Cc1c2c(nc3c1ccc1ccccc13)C=CC(O)C2O,7-methylbenz(c)acridine,0.4878048780487805
7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,,Cc1c2ccccc2nc2c1c(O)c(O)c1ccccc12,7-methylbenz(c)acridine,0.4864864864864865
7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,,Cc1c2ccccc2nc2c1ccc1c(O)c(O)ccc12,7-methylbenz(c)acridine,0.6285714285714286
7-methylbenz(c)acridine,Cc1c2ccccc2nc2c1ccc1ccccc12,,OCc1c2ccccc2nc2c1ccc1ccccc12,7-methylbenz(c)acridine,0.5882352941176471
8-hydroxyefavirenz,OC1=Nc2c(O)cc(Cl)cc2C(C#CC2CC2)(C(F)(F)F)O1,"8,14-diOH-efavirenz",OC1=Nc2c(O)cc(Cl)cc2C(C#CC2(O)CC2)(C(F)(F)F)O1,8-hydroxyefavirenz,0.7058823529411765
9-anthraldehyde,O=Cc1c2ccccc2cc2ccccc12,,O=C(O)c1c2ccccc2cc2ccccc12,9-anthraldehyde,0.4642857142857143
9-cis-retinal,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,4-hydroxy-9-cis-retinals,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,9-cis-retinal,0.7674418604651163
"Lopinavir, D-valine diastereomer-",Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCN=C1O,,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)N=C1O,"Lopinavir, D-valine diastereomer-",0.7763157894736842
abt_378,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCN=C1O,,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)=NC1=O,abt_378,0.7402597402597403
1â€[(2S)â€4â€(5â€benzylthiophenâ€2â€yl)butâ€3â€ynâ€2â€yl]â€1â€hydroxyurea,CC(C#Cc1ccc(Cc2ccccc2)s1)N(O)C(N)=O,ABT-515,CC(C#Cc1ccc(C(O)c2ccccc2)s1)N(O)C(N)=O,1â€[(2S)â€4â€(5â€benzylthiophenâ€2â€yl)butâ€3â€ynâ€2â€yl]â€1â€hydroxyurea,0.6153846153846154
"1-[Amino-(3,4-dichloroanilino)methylidene]-2-propan-2-ylguanidine",CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,,CC(C)(O)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,"1-[Amino-(3,4-dichloroanilino)methylidene]-2-propan-2-ylguanidine",0.625
ac1ldic9,COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1,2-oxo-clopidogrel,COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,ac1ldic9,0.603448275862069
ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,N-deethylated  ac1mip3e,CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,ac1mip3e,0.7222222222222222
[5-(Diethylamino)-2-methylpent-3-yn-2-yl] (2S)-2-cyclohexyl-2-hydroxy-2-phenylacetate,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,4-cis-OH ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCC(O)CC1,[5-(Diethylamino)-2-methylpent-3-yn-2-yl] (2S)-2-cyclohexyl-2-hydroxy-2-phenylacetate,0.8269230769230769
ac1ocg1j,CNC(C)Cc1ccccc1OC,,CNC(C)Cc1ccccc1O,ac1ocg1j,0.59375
ac1ocg1j,CNC(C)Cc1ccccc1OC,,CNC(C)Cc1cc(O)ccc1OC,ac1ocg1j,0.6111111111111112
pimobendan,COc1ccc(-c2nc3cc(C4=NN=C(O)CC4C)ccc3[nH]2)cc1,,CC1CC(O)=NN=C1c1ccc2[nH]c(-c3ccc(O)cc3)nc2c1,pimobendan,0.8125
aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4'-OH-aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,aceclofenac,0.7906976744186046
aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,5-OH-aceclofenac,O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,aceclofenac,0.75
aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,aceclofenac,0.7368421052631579
acetanilide,CC(=O)Nc1ccccc1,Acetaminophen,CC(=O)Nc1ccc(O)cc1,acetanilide,0.6086956521739131
acetanilide,CC(=O)Nc1ccccc1,N-Hydroxy-N-phenylacetamide,CC(=O)N(O)c1ccccc1,acetanilide,0.4074074074074074
adinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,N-demethyladinazolam,CNCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,adinazolam,0.7547169811320755
aflatoxin b1,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2," Aflatoxin B1- exo-8,9-oxide ",COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC2OC21,aflatoxin b1,0.6785714285714286
aflatoxin b1,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,Aflatoxin M1 ,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(O)C=COC1O2,aflatoxin b1,0.6271186440677966
aflatoxin b1,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,Aflatoxin Q1 ,COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4=O)C1C=COC1O2,aflatoxin b1,0.7321428571428571
albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,,CCC[S+]([O-])c1ccc2nc(NC(=O)OC)[nH]c2c1,albendazole,0.6037735849056604
alfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,N-phenylpropionamide,CCC(=O)Nc1ccccc1,alfentanil,0.22950819672131148
alfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,Noralfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCNCC1,alfentanil,0.5862068965517241
alfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,"2‐(4‐ethyl‐5‐oxo‐1,2,3,4‐tetrazol‐1‐yl)acetaldehyde",CCn1nnn(CC=O)c1=O,alfentanil,0.2711864406779661
alilusem,Cc1ccccc1C(=O)N1CCC(=NOS(=O)(=O)O)c2ccc(Cl)cc21,,O=C(c1ccccc1CO)N1CCC(=NOS(=O)(=O)O)c2ccc(Cl)cc21,alilusem,0.7627118644067796
almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,2-OH-almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3O)cc12,almotriptan,0.7017543859649122
almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,methyl(2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}ethyl)amine,CNCCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,almotriptan,0.7307692307692307
alpha_dihydroergocryptine,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)CN2C1=O,,CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCC(O)N3C(=O)CN2C1=O,alpha_dihydroergocryptine,0.788235294117647
