parent_id,parent_name,child_id,child_name,parent_smiles,child_smiles,origin,source,tanimoto,set
DB01156,Bupropion,DBMET03485,"S,R-erythro-4'-hydroxy-hydrobupropion",CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(O)c1ccc(O)c(Cl)c1,DB01156,DrugBank Augmented,0.3333333333333333,train
DB01156,Bupropion,DBMET03486,"S,R-erythrohydrobupropion glucuronide",CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(OC1OC(C(=O)O)C(O)C(O)C1O)c1cccc(Cl)c1,DB01156,DrugBank Augmented,0.3833333333333333,train
DB01156,Bupropion,DBMET03487,S-4'-hydroxybupropion glucuronide,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)c(Cl)c1,DB01156,DrugBank Augmented,0.4385964912280701,train
DB01156,Bupropion,DBMET03490,R-4'-hydroxybupropion sulfate,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1ccc(OS(=O)(=O)O)c(Cl)c1,DB01156,DrugBank Augmented,0.5652173913043478,train
DB01156,Bupropion,DBMET03469,"S,S-Hydroxybupropion",CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC1NC(C)(C)COC1(O)c1cccc(Cl)c1,DB01156,DrugBank Augmented,0.2363636363636363,train
DB01156,Bupropion,DBMET03478,"S,S-threohydrobupropion glucuronide",CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(OC1OC(C(=O)O)C(C)C(C)C1C)c1cccc(Cl)c1,DB01156,DrugBank Augmented,0.3833333333333333,train
DB01161,Chloroprocaine,DBMET03557,N-acetyl-2-chloro-p-aminobenzoic acid,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl,CC(=O)Nc1ccc(C(=O)O)c(Cl)c1,DB01161,DrugBank Augmented,0.2857142857142857,train
DB01162,Terazosin,DBMET02359,Diamine Metabolite Of The Piperazine Compound,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,COc1cc2nc(N)nc(N)c2cc1OC,DB01162,DrugBank Augmented,0.3928571428571428,train
DB01171,Moclobemide,DBMET02151,Moclobemide M6,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,O=C(NCC[N+]1([O-])CCOCC1O)c1ccc(Cl)cc1,DB01171,DrugBank Augmented,0.4716981132075472,train
DB01174,Phenobarbital,DBMET01217,Phenobarbital O-sulfate,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(OS(=O)(=O)O)cc2)C(=O)NC(=O)NC1=O,DB01174,DrugBank Augmented,0.5526315789473685,train
DB01174,Phenobarbital,DBMET01218,Phenobarbital O-glucuronide,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)C(=O)NC(=O)NC1=O,DB01174,DrugBank Augmented,0.4489795918367347,train
DB01221,Ketamine,DBMET01308,4-Hydroxynorketamine,CNC1(c2ccccc2Cl)CCCCC1=O,NC1(c2ccccc2Cl)CC(O)CCC1=O,DB01221,DrugBank Augmented,0.375,train
DB01221,Ketamine,DBMET01309,5-Hydroxynorketamine,CNC1(c2ccccc2Cl)CCCCC1=O,NC1(c2ccccc2Cl)CCC(O)CC1=O,DB01221,DrugBank Augmented,0.375,train
DB01221,Ketamine,DBMET01310,6-Hydroxynorketamine,CNC1(c2ccccc2Cl)CCCCC1=O,NC1(c2ccccc2Cl)CCCC(O)C1=O,DB01221,DrugBank Augmented,0.3829787234042553,train
DB01222,Budesonide,DBMET02913,16alpha-butyrloxyprednisolone,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,CCCC(=O)OC1CC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC2(C)C1(O)C(=O)CO,DB01222,DrugBank Augmented,0.5789473684210527,train
DB01227,Levacetylmethadol,DBMET00843,Dinor-levomethadyl acetate,CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CCC(OC(C)=O)C(CC(C)N)(c1ccccc1)c1ccccc1,DB01227,DrugBank Augmented,0.7380952380952381,train
DB01235,Levodopa,DBMET02447,"3,4-dihydroxyphenylethanol (DOPET)",NC(Cc1ccc(O)c(O)c1)C(=O)O,OCCc1ccc(O)c(O)c1,DB01235,DrugBank Augmented,0.4242424242424242,train
DB01235,Levodopa,DBMET02441,3-methoxy-4-hydroxyacetaldehyde,NC(Cc1ccc(O)c(O)c1)C(=O)O,COc1cc(CC=O)ccc1O,DB01235,DrugBank Augmented,0.2857142857142857,train
DB01235,Levodopa,DBMET02446,"3,4-dihydroxyphenylacetic acid (DOPAC)",NC(Cc1ccc(O)c(O)c1)C(=O)O,O=C(O)Cc1ccc(O)c(O)c1,DB01235,DrugBank Augmented,0.53125,train
DB01242,Clomipramine,DBMET00835,didesmethylclomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,NCCCN1c2ccccc2CCc2ccc(Cl)cc21,DB01242,DrugBank Augmented,0.7142857142857143,train
DB01242,Clomipramine,DBMET01069,2-hydroxydesmethyl clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CNCCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,DB01242,DrugBank Augmented,0.4814814814814814,train
DB01242,Clomipramine,DBMET01071,2-hydroxyclomipramine glucuronide,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2cc(Cl)c(O)cc2CCc2c(OC3OC(C(=O)O)C(O)C(O)C3O)cccc21,DB01242,DrugBank Augmented,0.3866666666666666,train
DB01242,Clomipramine,DBMET01072,8-hydroxyclomipramine glucuronide,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CN(C)CCCN1c2cc(Cl)ccc2CCc2c1ccc(O)c2OC1OC(C(=O)O)C(O)C(O)C1O,DB01242,DrugBank Augmented,0.4714285714285714,train
DB01242,Clomipramine,DBMET01073,8-hydroxydesmethyl clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,CNCCCN1c2ccc(O)cc2CCc2ccc(Cl)cc21,DB01242,DrugBank Augmented,0.5192307692307693,train
DB01261,Sitagliptin,DBMET02433,Sitagliptin M4 Metabolite,NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,O=C(NC(CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F)OC1OC(C(=O)O)C(O)C(O)C1O,DB01261,DrugBank Augmented,0.5714285714285714,train
DB01275,Hydralazine,DBMET02814,Hydralazine pyruvate hydrazone tricyclic dehydration product,NNc1nncc2ccccc12,Cc1nnc2c3ccccc3cnn2c1=O,DB01275,DrugBank Augmented,0.2954545454545454,train
DB01275,Hydralazine,DBMET00864,Hydralazine pyruvate hydrazone,NNc1nncc2ccccc12,CC(=NNc1nncc2ccccc12)C(=O)O,DB01275,DrugBank Augmented,0.5,train
DB01275,Hydralazine,DBMET02815,Phthalazinone,NNc1nncc2ccccc12,O=c1[nH]ncc2ccccc12,DB01275,DrugBank Augmented,0.3333333333333333,train
DB01275,Hydralazine,DBMET02819,Acetylhydrazinophthalazinone,NNc1nncc2ccccc12,CC(=O)NNc1n[nH]c(=O)c2ccccc12,DB01275,DrugBank Augmented,0.2127659574468085,train
DB01275,Hydralazine,DBMET02821,3-methyl-s-triazolophthalazine,NNc1nncc2ccccc12,Cc1nnc2c3ccccc3cnn12,DB01275,DrugBank Augmented,0.325,train
DB01283,Lumiracoxib,DBMET01275,5-Carboxylumiracoxib (M11),Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,O=C(O)Cc1cc(C(=O)O)ccc1Nc1c(F)cccc1Cl,DB01283,DrugBank Augmented,0.7333333333333333,train
DB01283,Lumiracoxib,DBMET01281,4'-Carboxylumiracoxib glucuronide (M22),Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cc(O)cc2Cl)c(CC(=O)OC2OC(C(=O)O)C(O)C(O)C2O)c1,DB01283,DrugBank Augmented,0.4626865671641791,train
DB01283,Lumiracoxib,DBMET01282,Lumiracoxib metabolite M25,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,DB01283,DrugBank Augmented,0.2698412698412698,train
DB01283,Lumiracoxib,DBMET01284,Lumiracoxib metabolite M9,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl,DB01283,DrugBank Augmented,0.5094339622641509,train
DB01355,Hexobarbital,DBMET01214,3'-Oxohexobarbital,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)NC(=O)C(C)(C2=CC(=O)CCC2)C1=O,DB01355,DrugBank Augmented,0.6410256410256411,train
DB01355,Hexobarbital,DBMET01216,Hexobarbital dihydrodiol derivative,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,CN1C(=O)NC(=O)C(C)(C2(O)CCCCC2O)C1=O,DB01355,DrugBank Augmented,0.3469387755102041,train
DB01420,Testosterone propionate,DBMET00593,3-alpha-Androstanediol glucuronide,CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC12CCC3C(CCC4CC(OC5OC(C(=O)O)C(O)C(O)C5O)CCC43C)C1CCC2O,DB01420,DrugBank Augmented,0.240506329113924,train
DB01589,Quazepam,DBMET00933,Norflurazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1,DB01589,DrugBank Augmented,0.4821428571428571,train
DB01589,Quazepam,DBMET03600,3-hydroxy-2-oxoquazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,DB01589,DrugBank Augmented,0.5862068965517241,train
DB01601,Lopinavir,DBMET03071,Lopinavir M1 metabolite,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCCNC1=O,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(=O)NC1=O,DB01601,DrugBank Augmented,0.7945205479452054,train
DB01620,Pheniramine,DBMET02636,N-didesmethylpheniramine,CN(C)CCC(c1ccccc1)c1ccccn1,NCCC(c1ccccc1)c1ccccn1,DB01620,DrugBank Augmented,0.6285714285714286,train
DB01628,Etoricoxib,DBMET01271,6-Hydroxymethyletoricoxib 1'-N'-oxide,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO)[n+]([O-])c2)cc1,DB01628,DrugBank Augmented,0.64,train
DB01628,Etoricoxib,DBMET01272,6-Carboxy-etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(C(=O)O)nc2)cc1,DB01628,DrugBank Augmented,0.7021276595744681,train
DB01628,Etoricoxib,DBMET01273,6-Hydroxymethyletoricoxib glucuronide,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(COC3OC(C(=O)O)C(O)C(O)C3O)nc2)cc1,DB01628,DrugBank Augmented,0.5076923076923077,train
DB04817,Metamizole,DBMET03542,4-formyl-amino-antipyrine (FAA),Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,Cc1c(NC=O)c(=O)n(-c2ccccc2)n1C,DB04817,DrugBank Augmented,0.4285714285714285,train
DB04817,Metamizole,DBMET03543,4-amino-antipyrine (AA),Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,Cc1c(N)c(=O)n(-c2ccccc2)n1C,DB04817,DrugBank Augmented,0.4772727272727273,train
DB04854,Febuxostat,DBMET03281,67M-4,Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O,Cc1nc(-c2ccc(OCC(C)C(=O)O)c(C#N)c2)sc1C(=O)O,DB04854,DrugBank Augmented,0.8490566037735849,train
DB04855,Dronedarone,DBMET02839,"N,N'-didebutyl-dronedarone",CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN)cc1,DB04855,DrugBank Augmented,0.8095238095238095,train
DB04855,Dronedarone,DBMET02840,Phenol-dronedarone,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(O)cc1,DB04855,DrugBank Augmented,0.7096774193548387,train
DB04855,Dronedarone,DBMET02842,Propanoic acid-dronedarone,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCC(=O)O)cc1,DB04855,DrugBank Augmented,0.796875,train
DB04855,Dronedarone,DBMET02843,"Deaminated N,N′-didebutyl-dronedarone",CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCO)cc1,DB04855,DrugBank Augmented,0.8225806451612904,train
DB04896,Milnacipran,DBMET02301,Milnacipran carbamoyl O-glucuronide,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,CCN(CC)C(=O)C1(c2ccccc2)CC1CNC(=O)OC1OC(C(=O)O)C(O)C(O)C1O,DB04896,DrugBank Augmented,0.5,train
DB04951,Pirfenidone,DBMET03219,5-Carboxy pirfenidone,Cc1ccc(=O)n(-c2ccccc2)c1,O=C(O)c1ccc(=O)n(-c2ccccc2)c1,DB04951,DrugBank Augmented,0.5625,train
DB05676,Apremilast,DBMET02625,O-desmethyl  apremilast glucuronide,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,CCOc1cc(C(CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC1OC(C(=O)O)C(O)C(O)C1O,DB05676,DrugBank Augmented,0.7012987012987013,train
DB06016,Cariprazine,DBMET03492,Didesmethyl cariprazine,CN(C)C(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,NC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1,DB06016,DrugBank Augmented,0.7636363636363637,train
DB06204,Tapentadol,DBMET03693,4-Hydroxy tapentadol glucuronide,CCC(c1cccc(O)c1)C(C)CN(C)C,CCC(c1cc(O)cc(OC2OC(C(=O)O)C(O)C(O)C2O)c1)C(C)CN(C)C,DB06204,DrugBank Augmented,0.423728813559322,train
DB06207,Silodosin,DBMET03296,KMD-3241 glucuronide,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,CC(Cc1cc(C(N)=O)c2c(ccn2CCCOC2OC(C(=O)O)C(O)C(O)C2O)c1)NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank Augmented,0.5104166666666666,train
DB06207,Silodosin,DBMET03297,KMD-3295,CC(Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,CC(Cc1cc(C(N)=O)c2c(ccn2CCC(=O)O)c1)NCCOc1ccccc1OCC(F)(F)F,DB06207,DrugBank Augmented,0.5853658536585366,train
DB06209,Prasugrel,DBMET00483,R-138727,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,O=C(O)CC1=C(S)CCN(C(C(=O)C2CC2)c2ccccc2F)C1,DB06209,DrugBank Augmented,0.5074626865671642,train
DB06230,Nalmefene,DBMET01861,Nornalmefene 3-O-glucuronide,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,C=C1CCC2(O)C3Cc4ccc(OC5OC(OO)C(O)C(O)C5O)c5c4C2(CCN3)C1O5,DB06230,DrugBank Augmented,0.4025974025974026,train
DB06230,Nalmefene,DBMET01862,Nornalmefene 3-O-sulfate,C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,C=C1CCC2(O)C3Cc4ccc(OS(=O)(=O)O)c5c4C2(CCN3)C1O5,DB06230,DrugBank Augmented,0.4305555555555556,train
DB06237,Avanafil,DBMET03271,Avanafil metabolite M16,COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,COc1ccc(CNc2nc(NC(CO)CCC(=O)O)ncc2C(=O)NCc2ncccn2)cc1Cl,DB06237,DrugBank Augmented,0.5697674418604651,train
DB06263,Amrubicin,DBMET02165,Amrubicin Met B,CC(=O)C1(N)Cc2c(O)c3c(c(O)c2C(OC2CC(O)C(O)CO2)C1)C(=O)c1ccccc1C3=O,CC(O)C1(N)CCc2c(O)c3c(c(O)c2C1)C(=O)c1ccccc1C3=O,DB06263,DrugBank Augmented,0.4,train
DB06282,Levocetirizine,DBMET02649,Levocetirizine 4-chloro-4'-hydroxybenzhydryl Mercapturate Metabolites (M10a and M10b),O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,CC(=O)NC(CSC(c1ccc(O)cc1)c1ccc(Cl)cc1)C(=O)O,DB06282,DrugBank Augmented,0.265625,train
DB06448,Lonafarnib,DBMET03218,Lonafarnib metabolite M2,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,NC(=O)N1C=CC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DB06448,DrugBank Augmented,0.7571428571428571,train
DB06480,Prucalopride,DBMET02198,Desmethyl prucalopride acid,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1,Nc1c(Cl)cc(C(=O)NC2CCN(CCC(=O)O)CC2)c2c1CCO2,DB06480,DrugBank Augmented,0.7540983606557377,train
DB06670,Odanacatib,DBMET01473,M3 (Odanacatib),CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CC(F)(COC1OC(C(=O)O)C(O)C(O)C1O)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,DB06670,DrugBank Augmented,0.6493506493506493,train
DB06670,Odanacatib,DBMET01475,M7-B (Odanacatib),CC(C)(F)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CC(F)(C=O)CC(NC(c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,DB06670,DrugBank Augmented,0.8333333333333334,train
DB14726,Dabigatran,DBMET03380,Dabigatran M500,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)ccc21,DB14726,DrugBank Augmented,0.5185185185185185,train
DB14726,Dabigatran,DBMET03382,Dabigatran M369,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(C(=O)O)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DB14726,DrugBank Augmented,0.6716417910447762,train
DB14726,Dabigatran,DBMET03385,Dabigatran M354,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CN)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,DB14726,DrugBank Augmented,0.7538461538461538,train
DB14726,Dabigatran,DBMET02414,Dabigatran 2-O-acylglucuronide metabolite,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3C(O)OC(C(=O)O)C(O)C3O)c3ccccn3)ccc21,DB14726,DrugBank Augmented,0.7283950617283951,train
DB14726,Dabigatran,DBMET02415,Dabigatran 3-O-acylglucuronide metabolite,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3C(O)C(O)OC(C(=O)O)C3O)c3ccccn3)ccc21,DB14726,DrugBank Augmented,0.7195121951219512,train
DB14726,Dabigatran,DBMET02416,Dabigatran 4-O-acylglucuronide metabolite,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3C(C(=O)O)OC(O)C(O)C3O)c3ccccn3)ccc21,DB14726,DrugBank Augmented,0.7375,train
DB14726,Dabigatran,DBMET03387,Dabigatran M690,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OC3OC(C(=O)NC(N)=O)C(O)C(O)C3O)c3ccccn3)ccc21,DB14726,DrugBank Augmented,0.6987951807228916,train
DB14726,Dabigatran,DBMET03388,Dabigatran M486-2,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,COC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccn1,DB14726,DrugBank Augmented,0.8656716417910447,train
DB14726,Dabigatran,DBMET03389,Dabigatran M636,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)OCC(O)C(O)C(O)C(O)CO)c3ccccn3)ccc21,DB14726,DrugBank Augmented,0.7532467532467533,train
DB06755,Beta carotene,DBMET02046,retinoic acid,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,DB06755,DrugBank Augmented,0.8,train
DB06769,Bendamustine,DBMET01424,dihydroxy-bendamustine (bendamustine metabolite HP2),Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,Cn1c(CCCC(=O)O)nc2cc(N(CCO)CCO)ccc21,DB06769,DrugBank Augmented,0.8163265306122449,train
DB06824,Triethylenetetramine,DBMET01457,"N1, N10-diacetyltriethylenetetramine",NCCNCCNCCN,CC(=O)NCCNCCNCCNC(C)=O,DB06824,DrugBank Augmented,0.2857142857142857,train
DB07565,Chloramphenicol succinate,DBMET03159,Chloramphenicol 1-acetate,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,CC(=O)OC(c1ccc([N+](=O)[O-])cc1)C(CO)NC(=O)C(Cl)Cl,DB07565,DrugBank Augmented,0.4915254237288136,train
DB07565,Chloramphenicol succinate,DBMET03163,Chloramphenicol Oxamyl Ethanolamine,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(NCO)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank Augmented,0.4482758620689655,train
DB07565,Chloramphenicol succinate,DBMET03164,Chloramphenicol Oxamyl Glycine,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,O=C(O)CNC(=O)C(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank Augmented,0.4745762711864407,train
DB07565,Chloramphenicol succinate,DBMET03166,Chloramphenicol Aryl Amide,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,CC(=O)Nc1ccc(C(O)C(N)CO)cc1,DB07565,DrugBank Augmented,0.2459016393442623,train
DB07565,Chloramphenicol succinate,DBMET03168,Chloramphenicol Base N-acetyl,O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([N+](=O)[O-])cc1,CC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,DrugBank Augmented,0.4727272727272727,train
DB08804,Nandrolone decanoate,DBMET03361,19-Norandrosterone 3-O-glucuronide,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,CC12CCC3C4CCC(OC5OC(C(=O)O)C(O)C(O)C5O)CC4CCC3C1CCC2=O,DB08804,DrugBank Augmented,0.2159090909090909,train
DB08804,Nandrolone decanoate,DBMET03362,19-Noretiocholanolone 3-O-glucuronide,CCCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,CC12CCC3C4CCC(OC5OC(C(=O)O)C(O)C(O)C5O)CC4CCC3C1CCC2O,DB08804,DrugBank Augmented,0.25,train
DB08822,Azilsartan medoxomil,DBMET03336,Azilsartan M-II metabolite,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,O=C(O)c1cccc2[nH]c(=O)n(Cc3ccc(-c4ccccc4-c4nc(=O)o[nH]4)cc3)c12,DB08822,DrugBank Augmented,0.3736263736263736,train
DB08822,Azilsartan medoxomil,DBMET03337,Azilsartan M-I metabolite,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2C(=N)N)cc1,DB08822,DrugBank Augmented,0.5121951219512195,train
DB08860,Pitavastatin,DBMET03740,Pitavastatin lactone,O=C(O)CC(O)CC(O)C=Cc1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,O=C1CC(O)CC(C=Cc2c(C3CC3)nc3ccccc3c2-c2ccc(F)cc2)O1,DB08860,DrugBank Augmented,0.5571428571428572,train
DB08864,Rilpivirine,DBMET01866,glucurinated form of rilpivirine (M6),Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,Cc1cc(C=CN)cc(COC2OC(C(=O)O)C(O)C(O)C2O)c1Nc1ccnc(Nc2ccc(N)cc2)n1,DB08864,DrugBank Augmented,0.3928571428571428,train
