parent_name,child_name,parent_smiles,child_smiles,source
1-nitropyrene,"trans-4,5- Dihydrodiol- 1-nitropyrene",O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)C1OC21,MetXBioDB
1-nitropyrene,6-OH-1- nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,O=[N+]([O-])c1ccc2ccc3c(O)ccc4ccc1c2c43,MetXBioDB
1-nitropyrene,8-OH-1-nitropyrene,O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34,MetXBioDB
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",,OCCCOc1cccc(CN2CCCCC2)c1,Oc1cccc(CN2CCCCC2)c1,MetXBioDB
"1-propanol, 3-[3-(1-piperidinylmethyl)phenoxy]-",,OCCCOc1cccc(CN2CCCCC2)c1,OCCCOc1cccc(CN2CCCCC2O)c1,MetXBioDB
"1,2-dichlorobenzene","2,3-dichlorophenol",Clc1ccccc1Cl,Oc1cccc(Cl)c1Cl,MetXBioDB
"1,2-dichlorobenzene","3,4-dichlorophenol",Clc1ccccc1Cl,Oc1ccc(Cl)c(Cl)c1,MetXBioDB
"1,2,4-trichlorobenzene","2,3,5-trichlorophenol",Clc1ccc(Cl)c(Cl)c1,Oc1cc(Cl)cc(Cl)c1Cl,MetXBioDB
"1,2,4-trichlorobenzene","2,3,6-trichlorophenol",Clc1ccc(Cl)c(Cl)c1,Oc1c(Cl)ccc(Cl)c1Cl,MetXBioDB
"1,2,4-trichlorobenzene","2,4,5-trichlorophenol",Clc1ccc(Cl)c(Cl)c1,Oc1cc(Cl)c(Cl)cc1Cl,MetXBioDB
1'-nitrosonornicotine,,O=NN1CCC[C@H]1c1cccnc1,O=NN1C(O)CCC1c1cccnc1,MetXBioDB
1'-nitrosonornicotine,,O=NN1CCC[C@H]1c1cccnc1,O=NN1CCCC1(O)c1cccnc1,MetXBioDB
11_oxo_delta8_tetrahydrocannabinol,,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@H]1CC=C(C=O)C[C@H]21,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C(=O)O)CC21,MetXBioDB
2-(1-piperazinyl)pyrimidine,,c1cnc(N2CCNCC2)nc1,Oc1cnc(N2CCNCC2)nc1,MetXBioDB
2-acetamidofluorene,N-Hydroxy-2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,MetXBioDB
2-acetamidofluorene,1-OH-AFF,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,CC(O)=Nc1ccc2c(c1)Cc1cccc(O)c1-2,MetXBioDB
2-acetamidofluorene,5-OH-AFF,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,CC(O)=Nc1ccc2c(c1)CC1(O)CC=CC=C21,MetXBioDB
2-acetamidofluorene,N-Hydroxy-2-acetamidofluorene,CC(O)=Nc1ccc2c(c1)Cc1ccccc1-2,CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,MetXBioDB
2-acetylbenzothiophene,,CC(=O)c1cc2ccccc2s1,CC(O)C1CC2CCCCC2S1=O,MetXBioDB
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",rac-RPR 127025,N=C(O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,N=C(O)c1c(Cl)c(-c2cccnc2)n2c1C(O)CCC2,MetXBioDB
"2-chloro-3-pyridin-3-yl-5,6,7,8-tetrahydroindolizine-1-carboxamide",RPR 122701,N=C(O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,N=C(O)c1c(Cl)c(-c2ccc[n+]([O-])c2)n2c1CCCC2,MetXBioDB
2-naphthylamine,N-Hydroxy-2-naphthalenamine,Nc1ccc2ccccc2c1,ONc1ccc2ccccc2c1,MetXBioDB
2-nitropyrene,2-aminopyrene,O=[N+]([O-])c1cc2ccc3cccc4ccc(c1)c2c34,Nc1cc2ccc3cccc4ccc(c1)c2c34,MetXBioDB
2-oxoquazepam,3-Hydroxy-2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,MetXBioDB
2-oxoquazepam,N-Desalkyl-2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,OC1=Nc2ccc(Cl)cc2C(c2ccccc2F)=NC1,MetXBioDB
2-phenylphenol,"2,5-dihydroxybiphenyl",Oc1ccccc1-c1ccccc1,Oc1ccc(O)c(-c2ccccc2)c1,MetXBioDB
2-propylquinoline,,CCCc1ccc2ccccc2n1,CCCc1ccc2c(n1)C=CC1OC21,MetXBioDB
2-propylquinoline,,CCCc1ccc2ccccc2n1,CCCc1ccc2c(n1)C1OC1C=C2,MetXBioDB
2-propylquinoline,,CCCc1ccc2ccccc2n1,OCCCc1ccc2ccccc2n1,MetXBioDB
2-propylquinoline,,CCCc1ccc2ccccc2n1,CCC(O)c1ccc2ccccc2n1,MetXBioDB
"2,2-dichloro-1,1,1-trifluoroethane",Trifluoroacetyl chloride,FC(F)(F)C(Cl)Cl,O=CC(F)(F)F,MetXBioDB
"2,2',4,5,5'-pentachlorobiphenyl","2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,Oc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,MetXBioDB
"2,2',4,5,5'-pentachlorobiphenyl","2,2',4',5,5'-pentachloro-[1,1'-biphenyl]-4-ol",Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)c1,Oc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,MetXBioDB
"2,6-dichlorobenzonitrile",,N#Cc1c(Cl)cccc1Cl,N#CC1=C(Cl)C2OC2C=C1Cl,MetXBioDB
"2,6-dichlorobenzonitrile",,N#Cc1c(Cl)cccc1Cl,N#CC1C(Cl)=CC=C2OC21Cl,MetXBioDB
2'-methoxyacetophenone,2'-Hydroxyacetophenone,COc1ccccc1C(C)=O,CC(=O)c1ccccc1O,MetXBioDB
"2h-1-benzopyran-2-one, 4-(chloromethyl)-7-ethoxy-",4-(Chloromethyl)-7-hydroxychromen-2-one,CCOc1ccc2c(CCl)cc(=O)oc2c1,O=c1cc(CCl)c2ccc(O)cc2o1,MetXBioDB
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",,CCCCCOc1ccc2ccc(=O)oc2c1,CCC(O)CCOc1ccc2ccc(=O)oc2c1,MetXBioDB
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",,CCCCCOc1ccc2ccc(=O)oc2c1,CC(O)CCCOc1ccc2ccc(=O)oc2c1,MetXBioDB
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",,CCCCCOc1ccc2ccc(=O)oc2c1,CCCCC(O)Oc1ccc2ccc(=O)oc2c1,MetXBioDB
3-cyano-7-ethoxycoumarin,3-Cyano-7-hydroxycoumarin,CCOc1ccc2cc(C#N)c(=O)oc2c1,N#Cc1cc2ccc(O)cc2oc1=O,MetXBioDB
3-cyano-7-methoxycoumarin,3-Cyano-7-hydroxycoumarin,COc1ccc2cc(C#N)c(=O)oc2c1,N#Cc1cc2ccc(O)cc2oc1=O,MetXBioDB
3-methylindole,3-methyleneindolenine,Cc1c[nH]c2ccccc12,C=C1C=[NH+]c2ccccc21,MetXBioDB
3-methylindole,"3-methylindole-2,3-epoxide",Cc1c[nH]c2ccccc12,CC12OC1Nc1ccccc12,MetXBioDB
"3,5-pyridinedicarboxylic acid, 1,4-dihydro-2,6-dimethyl-4-(3-nitrophenyl)-, ethyl methyl ester, (4r)-",,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@H]1c1cccc([N+](=O)[O-])c1,CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc([N+](=O)[O-])c1,MetXBioDB
"3alpha,12beta-dihydroxy-5alpha-cholan-24-oic acid",hyocholic acid (HCA),C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CC(O)C12C,MetXBioDB
"3alpha,7beta,12beta-trihydroxy-5alpha-cholan-24-oic acid",,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@]12C,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(=O)CCC4(C)C3CC(O)C12C,MetXBioDB
3s14s-ochratoxin a,,C[C@H]1Cc2c(Cl)cc(C(O)=N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,CC1OC(=O)c2c(O)c(C(O)=NC(Cc3ccccc3)C(=O)O)cc(Cl)c2C1O,MetXBioDB
4_demethyl_olanzapine,,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1O,MetXBioDB
4-(butylaminomethyl)-7-methoxycoumarin,BHAMC,CCCCNCc1cc(=O)oc2cc(OC)ccc12,CCCCNCc1cc(=O)oc2cc(O)ccc12,MetXBioDB
4-(butylaminomethyl)-7-methoxycoumarin,,CCCCNCc1cc(=O)oc2cc(OC)ccc12,COc1ccc2c(CN)cc(=O)oc2c1,MetXBioDB
4-(ethylaminomethyl)-7-methoxycoumarin,EHAMC,CCNCc1cc(=O)oc2cc(OC)ccc12,CCNCc1cc(=O)oc2cc(O)ccc12,MetXBioDB
4-(ethylaminomethyl)-7-methoxycoumarin,MAMC,CCNCc1cc(=O)oc2cc(OC)ccc12,COc1ccc2c(CN)cc(=O)oc2c1,MetXBioDB
"4-(trifluoromethyl)-7-[2,5-bis(trifluoromethyl)benzyloxy]coumarin",HFC,O=c1cc(C(F)(F)F)c2ccc(OCc3cc(C(F)(F)F)ccc3C(F)(F)F)cc2o1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB
"4-[(s)-alpha-(trichloromethyl)-4-methoxybenzyl]-1,2-benzenediol",Tris-OH-M methoxychlor,COc1ccc([C@@H](c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,Oc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,MetXBioDB
4-aminobiphenyl,"4-aminobiphenyl, N-oxide",Nc1ccc(-c2ccccc2)cc1,ONc1ccc(-c2ccccc2)cc1,MetXBioDB
4-Hydroxytamoxifen,Endoxifen,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,MetXBioDB
4-Hydroxytamoxifen,"3,4-Dihydroxy-Tamoxifen",CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,CC/C(=C(/c1ccc(OCCN(C)C)cc1)c1ccc(O)c(O)c1)c1ccccc1,MetXBioDB
4-methylaminomethyl-7-methoxycoumarin,N-methyl 7-hydroxy-4-(aminomethyl)-coumarin,CNCc1cc(=O)oc2cc(OC)ccc12,CNCc1cc(=O)oc2cc(O)ccc12,MetXBioDB
4-nitro-3-(trifluoromethyl)aniline,2-amino5-nitro-4-(trifluoromethyl)phenol,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,Nc1cc(C(F)(F)F)c([N+](=O)[O-])cc1O,MetXBioDB
4-nitro-3-(trifluoromethyl)aniline,N-[4-nitro-3-(trifluoromethyl)phenyl]-acetamide,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,C[NH+]([O-])c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MetXBioDB
4-nitroanisole,P-Nitrophenol,COc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(O)cc1,MetXBioDB
4-nitropyrene,4-aminopyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,Nc1cc2cccc3ccc4cccc1c4c32,MetXBioDB
4-nitropyrene,,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,O=[N+]([O-])c1cc2cccc3c2c2c(cccc12)[C@@H](O)[C@@H]3O,MetXBioDB
"4,4'-methylenebis(2-chloroaniline)",,Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,Nc1ccc(Cc2ccc(N[O-])c(Cl)c2)cc1Cl,MetXBioDB
"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",OROBOL,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1OC,MetXBioDB
5-hydroxydiclofenac,"4',5-Dihydroxydiclofenac",O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,MetXBioDB
5-methoxytryptamine,Serotonin,COc1ccc2[nH]cc(CCN)c2c1,NCCc1c[nH]c2ccc(O)cc12,MetXBioDB
5-methylchrysene,"5-Methyl-1,2-dihydrochrysene-1,2-diol",Cc1cc2ccccc2c2ccc3ccccc3c12,Cc1cc2ccccc2c2ccc3c(c12)C=CC(O)C3O,MetXBioDB
58c80,298C84,CC(C)(C)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1,CC(C)(CO)[C@H]1CC[C@H](C2=C(O)C(=O)c3ccccc3C2=O)CC1,MetXBioDB
6-chrysenamine,"6-MeC-1,2-diol",Nc1cc2c3ccccc3ccc2c2ccccc12,Nc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,MetXBioDB
6-methylchrysene,"6-MeC-1,2-diol",Cc1cc2c3ccccc3ccc2c2ccccc12,Cc1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,MetXBioDB
6-nitrochrysene,N-hydroxy-6-AC,O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,O[NH2+]c1cc2c3ccccc3ccc2c2ccccc12,MetXBioDB
6-nitrochrysene,"1,2-DHD-6-NC ",O=[N+]([O-])c1cc2c3ccccc3ccc2c2ccccc12,O=[N+]([O-])c1cc2c3c(ccc2c2ccccc12)C(O)C(O)C=C3,MetXBioDB
7-benzyloxy-4-trifluoromethylcoumarin,7-hydroxy-4-triuoromethylcoumarin (HFC),O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,O=c1cc(C(F)(F)F)c2ccc(O)cc2o1,MetXBioDB
7-benzyloxyquinoline,7-Hydroxyquinoline,c1ccc(COc2ccc3cccnc3c2)cc1,O=C1C=Cc2cccnc2C1,MetXBioDB
7-butoxy-2h-chromen-2-one,,CCCCOc1ccc2ccc(=O)oc2c1,CCCC(O)OC1CCC2CCC(O)OC2C1,MetXBioDB
7-butoxy-2h-chromen-2-one,,CCCCOc1ccc2ccc(=O)oc2c1,CC(O)CCOC1CCC2CCC(O)OC2C1,MetXBioDB
7-butoxy-2h-chromen-2-one,,CCCCOc1ccc2ccc(=O)oc2c1,OCCCCOC1CCC2CCC(O)OC2C1,MetXBioDB
7-ethoxycoumarin,Umbelliferone,CCOc1ccc2ccc(=O)oc2c1,O=c1ccc2ccc(O)cc2o1,MetXBioDB
7-ethoxycoumarin,,CCOc1ccc2ccc(=O)oc2c1,CCOc1ccc2c(O)cc(=O)oc2c1,MetXBioDB
7-ethoxyresorufin,Resorufin,CCOc1ccc2nc3ccc(=O)cc-3oc2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1,MetXBioDB
7-methoxycoumarin,Umbelliferone,COc1ccc2ccc(=O)oc2c1,O=c1ccc2ccc(O)cc2o1,MetXBioDB
7-methoxycoumarin,4-Hydroxy-7-methoxycoumarin,COc1ccc2ccc(=O)oc2c1,COc1ccc2c(O)cc(=O)oc2c1,MetXBioDB
7-methylbenz(c)acridine,,Cc1c2ccccc2nc2c1ccc1ccccc12,Cc1c2c(nc3c1ccc1ccccc13)C=CC(O)C2O,MetXBioDB
7-methylbenz(c)acridine,,Cc1c2ccccc2nc2c1ccc1ccccc12,Cc1c2ccccc2nc2c1c(O)c(O)c1ccccc12,MetXBioDB
7-methylbenz(c)acridine,,Cc1c2ccccc2nc2c1ccc1ccccc12,Cc1c2ccccc2nc2c1ccc1c(O)c(O)ccc12,MetXBioDB
7-methylbenz(c)acridine,,Cc1c2ccccc2nc2c1ccc1ccccc12,OCc1c2ccccc2nc2c1ccc1ccccc12,MetXBioDB
8-hydroxyefavirenz,"8,14-diOH-efavirenz",OC1=Nc2c(O)cc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,OC1=Nc2c(O)cc(Cl)cc2[C@@](C#CC2(O)CC2)(C(F)(F)F)O1,MetXBioDB
9-anthraldehyde,,O=Cc1c2ccccc2cc2ccccc12,O=C(O)c1c2ccccc2cc2ccccc12,MetXBioDB
9-cis-retinal,4-hydroxy-9-cis-retinals,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C=O)C(C)(C)CCC1,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,MetXBioDB
"Lopinavir, D-valine diastereomer-",,Cc1cccc(C)c1OCC(O)=N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)N=C(O)[C@@H](C(C)C)N1CCCN=C1O,Cc1cccc(C)c1OCC(O)=NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)N=C(O)C(C(C)C)N1CCC(O)N=C1O,MetXBioDB
abt_378,,Cc1cccc(C)c1OCC(O)=N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)N=C(O)[C@@H](C(C)C)N1CCCN=C1O,Cc1cccc(C)c1OCC(O)=NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)N=C(O)C(C(C)C)N1CCC(O)=NC1=O,MetXBioDB
1â€[(2S)â€4â€(5â€benzylthiophenâ€2â€yl)butâ€3â€ynâ€2â€yl]â€1â€hydroxyurea,ABT-515,C[C@@H](C#Cc1ccc(Cc2ccccc2)s1)N(O)C(=N)O,CC(C#Cc1ccc(C(O)c2ccccc2)s1)N(O)C(=N)O,MetXBioDB
"1-[Amino-(3,4-dichloroanilino)methylidene]-2-propan-2-ylguanidine",,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,CC(C)(O)NC(=N)NC(=N)Nc1ccc(Cl)c(Cl)c1,MetXBioDB
ac1ldic9,2-oxo-clopidogrel,COC(=O)[C@@H](c1ccccc1Cl)N1CCc2sccc2C1,COC(=O)C(c1ccccc1Cl)N1CCC2=C(CC(=O)S2)C1,MetXBioDB
ac1mip3e,N-deethylated  ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,CCNCC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,MetXBioDB
[5-(Diethylamino)-2-methylpent-3-yn-2-yl] (2S)-2-cyclohexyl-2-hydroxy-2-phenylacetate,4-cis-OH ac1mip3e,CCN(CC)CC#CC(C)(C)OC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCC(O)CC1,MetXBioDB
ac1ocg1j,,CN[C@@H](C)Cc1ccccc1OC,CNC(C)Cc1ccccc1O,MetXBioDB
ac1ocg1j,,CN[C@@H](C)Cc1ccccc1OC,CNC(C)Cc1cc(O)ccc1OC,MetXBioDB
pimobendan,,COc1ccc(-c2nc3cc(C4=NN=C(O)C[C@@H]4C)ccc3[nH]2)cc1,CC1CC(O)=NN=C1c1ccc2[nH]c(-c3ccc(O)cc3)nc2c1,MetXBioDB
aceclofenac,4'-OH-aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,MetXBioDB
aceclofenac,5-OH-aceclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,MetXBioDB
aceclofenac,Diclofenac,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,MetXBioDB
acetaldehyde,Acetic Acid,CC=O,CC(=O)O,MetXBioDB
acetanilide,Acetaminophen,CC(O)=Nc1ccccc1,CC(O)=Nc1ccc(O)cc1,MetXBioDB
acetanilide,N-Hydroxy-N-phenylacetamide,CC(O)=Nc1ccccc1,CC(=O)N(O)c1ccccc1,MetXBioDB
acrylonitrile,Cyanoethylene oxide,C=CC#N,N#CC1CO1,MetXBioDB
adinazolam,N-demethyladinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,CNCc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,MetXBioDB
aflatoxin b1," Aflatoxin B1- exo-8,9-oxide ",COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C3OC3O[C@@H]1O2,MetXBioDB
aflatoxin b1,Aflatoxin M1 ,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@]1(O)C=CO[C@@H]1O2,MetXBioDB
aflatoxin b1,Aflatoxin Q1 ,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2,COc1cc2c(c3oc(=O)c4c(c13)C(O)CC4=O)[C@@H]1C=CO[C@@H]1O2,MetXBioDB
albendazole,,CCCSc1ccc2nc(N=C(O)OC)[nH]c2c1,CCCS(=O)c1ccc2nc(N=C(O)OC)[nH]c2c1,MetXBioDB
alfentanil,N-phenylpropionamide,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,CCC(O)=Nc1ccccc1,MetXBioDB
alfentanil,Noralfentanil,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,CCC(=O)N(c1ccccc1)C1(COC)CCNCC1,MetXBioDB
alfentanil,"2‐(4‐ethyl‐5‐oxo‐1,2,3,4‐tetrazol‐1‐yl)acetaldehyde",CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,CCn1nnn(CC=O)c1=O,MetXBioDB
alilusem,,Cc1ccccc1C(=O)N1CC/C(=N\OS(=O)(=O)O)c2ccc(Cl)cc21,O=C(c1ccccc1CO)N1CC/C(=N\OS(=O)(=O)O)c2ccc(Cl)cc21,MetXBioDB
almotriptan,2-OH-almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3O)cc12,MetXBioDB
almotriptan,methyl(2-{5-[(pyrrolidine-1-sulfonyl)methyl]-1H-indol-3-yl}ethyl)amine,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,CNCCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,MetXBioDB
alpha_dihydroergocryptine,,CC(C)[C@@]1(N=C(O)[C@@H]2C[C@H]3c4cccc5[nH]cc(c45)C[C@@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)CN2C1=O,CC(C)C1(N=C(O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCC(O)N3C(=O)CN2C1=O,MetXBioDB
alpha-thujone,4-hydroxy-alpha-thujone,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,CC(C)[C@]12CC(=O)[C@@](C)(O)[C@H]1C2,MetXBioDB
alpha-thujone,7-hydroxy-alpha-thujone,CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,C[C@H]1C(=O)C[C@]2(C(C)(C)O)C[C@H]12,MetXBioDB
alphacetylmethadol,norLAAM,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,CCC(OC(C)=O)C(CC(C)NC)(c1ccccc1)c1ccccc1,MetXBioDB
alprazolam,4-Hydroxyalprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2O,MetXBioDB
alprazolam,Beta-Hydroxyalprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,OCc1nnc2n1-c1ccccc1C(c1ccccc1)=NC2O,MetXBioDB
ambroxol,"4-Aminocyclohexanol, cis-",Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@@H](O)CC1,N[C@H]1CC[C@@H](O)CC1,MetXBioDB
ambroxol,"2-Amino-3,5-dibromobenzaldehyde",Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@@H](O)CC1,Nc1c(Br)cc(Br)cc1C=O,MetXBioDB
Ametryn,,CCN=c1nc(SC)[nH]c(=NC(C)C)[nH]1,CSc1nc(=N)[nH]c(=NC(C)C)[nH]1,MetXBioDB
Ametryn,,CCN=c1nc(SC)[nH]c(=NC(C)C)[nH]1,CCN=c1[nH]c(SC)nc(=N)[nH]1,MetXBioDB
aminopyrine,"4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",CN(C)c1cn(C)n(-c2ccccc2)c1=O,CN(C)c1c[nH]n(-c2ccccc2)c1=O,MetXBioDB
aminopyrine,N-Desmethylaminopyrine,CN(C)c1cn(C)n(-c2ccccc2)c1=O,CNc1cn(C)n(-c2ccccc2)c1=O,MetXBioDB
amiodarone,N-Desethylamiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCNCC)c(I)c1,MetXBioDB
amitriptyline,Nortriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CNCCC=C1c2ccccc2CCc2ccccc21,MetXBioDB
amitriptyline,E-10-OH-amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,CN(C)CC/C=C1/c2ccccc2CC(O)c2ccccc21,MetXBioDB
androstenedione,6beta-hydroxy-androstenedione,C[C@]12CCC(=O)C=C1CC[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,C[C@]12CCC(=O)C=C1C(O)C[C@H]1[C@H]2CC[C@]2(C)C(=O)CC[C@@H]12,MetXBioDB
aniline,4-aminophenol,Nc1ccccc1,Nc1ccc(O)cc1,MetXBioDB
aniline,N-Hydroxyaniline,Nc1ccccc1,ONc1ccccc1,MetXBioDB
antipyrine,Norantipyrine,Cc1cc(=O)n(-c2ccccc2)n1C,Cc1cc(=O)n(-c2ccccc2)[nH]1,MetXBioDB
antipyrine,3-OH-methylantipyrine,Cc1cc(=O)n(-c2ccccc2)n1C,Cn1c(CO)cc(=O)n1-c1ccccc1,MetXBioDB
antipyrine,4-OH-antipyrine,Cc1cc(=O)n(-c2ccccc2)n1C,Cc1c(O)c(=O)n(-c2ccccc2)n1C,MetXBioDB
